id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
1151100070,20150224T000000,3,2.5,1750.0,22357,2.0,0,0.0,3,8.0,1750,0,1994,0,98045,47.4807,-121.779,2430,22357,4.37
2475900850,20141010T000000,2,1.0,770.0,7000,1.0,0,0.0,3,6.0,770,0,1921,0,98024,47.5654,-121.89,1100,8777,2.12
2785000110,20140605T000000,4,2.25,1330.0,8400,1.5,0,0.0,3,8.0,1330,0,1962,0,98005,47.6078,-122.169,2270,10146,5.4
9000025,20141203T000000,2,1.0,1420.0,4635,2.0,0,0.0,4,7.0,1420,0,1941,1973,98115,47.68,-122.304,1810,4635,4.96
524059093,20140825T000000,3,1.75,1640.0,18730,1.5,0,0.0,4,7.0,1640,0,1946,0,98004,47.5975,-122.196,1670,12154,7.75
9290800050,20150324T000000,3,1.75,2570.0,14033,1.0,0,2.0,4,8.0,2570,0,1953,0,98166,47.4335,-122.338,2550,16100,5.675
1972200426,20140918T000000,2,2.75,1310.0,1268,3.5,0,,3,8.0,1310,0,2007,0,98103,47.6534,-122.355,1350,1288,5.25
9285800735,20140812T000000,2,1.0,1070.0,6100,1.0,0,0.0,3,6.0,1070,0,1940,0,98126,47.5698,-122.377,1770,5695,4.0665
2025700270,20150122T000000,3,1.75,1490.0,8357,1.0,0,0.0,4,7.0,1490,0,1993,0,98038,47.3473,-122.037,1490,7376,2.6025
8923600185,20140829T000000,3,2.5,2760.0,9471,1.0,0,2.0,3,8.0,1760,1000,1956,0,98115,47.676,-122.272,3040,6765,8.0
3331001765,20140923T000000,3,1.0,2130.0,3825,1.5,0,,3,7.0,2130,0,1917,0,98118,47.5506,-122.281,1780,5150,3.35
3277801450,20150415T000000,4,1.0,1140.0,6250,1.5,0,0.0,3,6.0,1140,0,1958,0,98126,47.5433,-122.375,1140,1370,3.9
8562750320,20141110T000000,3,2.5,2320.0,3980,2.0,0,0.0,3,8.0,2320,0,2003,0,98027,47.5391,-122.07,2580,3980,5.805
3586501075,20150109T000000,4,2.25,2840.0,31720,1.0,0,0.0,3,8.0,1780,1060,1958,0,98177,47.7505,-122.375,2290,29577,6.0
2424039029,20150427T000000,3,2.25,1330.0,1198,2.0,0,0.0,3,8.0,1080,250,2007,0,98106,47.555,-122.362,1260,1062,3.25
1157200189,20140514T000000,3,3.5,2100.0,12384,2.0,0,0.0,3,9.0,2100,0,1980,0,98188,47.4687,-122.263,2400,7776,3.56
9211010300,20140707T000000,3,2.5,3030.0,9053,2.0,0,0.0,3,8.0,3030,0,2009,0,98059,47.4945,-122.149,3010,6026,5.099
1626069069,20141029T000000,3,2.5,1350.0,187313,1.0,0,0.0,4,7.0,1350,0,1997,0,98077,47.7369,-122.049,2310,49222,6.0
5127001600,20141106T000000,4,1.75,1820.0,14319,1.0,0,0.0,4,7.0,1820,0,1969,0,98059,47.4757,-122.148,1440,10018,3.315
3888100022,20140925T000000,4,2.5,2280.0,9827,2.0,0,0.0,3,8.0,2280,0,1995,0,98033,47.6883,-122.168,1660,9827,6.498
3885803044,20140902T000000,4,5.0,5810.0,7440,2.0,0,0.0,3,10.0,3790,2020,2004,0,98033,47.6878,-122.212,3010,7200,18.75
2320069083,20141125T000000,3,2.0,1820.0,15068,2.0,0,2.0,3,7.0,1520,300,1920,2014,98022,47.2103,-121.999,1490,9589,2.83
6205500030,20141103T000000,4,2.0,2180.0,10575,1.0,0,0.0,2,6.0,1730,450,1950,0,98005,47.589,-122.177,2180,12010,4.8
2767601280,20140722T000000,6,3.75,3160.0,5000,2.0,0,0.0,3,8.0,3160,0,1989,0,98107,47.6748,-122.384,1740,5000,8.4875
3864000120,20150408T000000,4,3.25,3780.0,10099,1.0,0,1.0,3,11.0,2240,1540,2006,0,98006,47.5508,-122.192,3120,10669,11.75
9320100090,20140610T000000,5,3.25,5270.0,17232,2.0,0,1.0,3,10.0,4010,1260,1977,2003,98040,47.5536,-122.228,3550,13917,17.95
1332000110,20140725T000000,4,2.5,2490.0,40608,2.0,0,0.0,3,9.0,2490,0,1997,0,98053,47.6507,-122.004,3170,45441,6.35
1526069135,20141211T000000,4,4.0,6050.0,84942,2.5,0,2.0,3,9.0,4150,1900,2009,0,98077,47.7466,-122.029,2700,199504,9.3
2484700015,20150327T000000,4,1.5,2480.0,6000,1.0,0,0.0,3,8.0,1520,960,1955,0,98136,47.5233,-122.386,1810,6000,5.79
736100065,20150310T000000,4,2.25,3300.0,15375,1.5,0,3.0,3,8.0,2820,480,1933,1984,98040,47.526,-122.225,3250,15375,12.5
1972201965,20140624T000000,3,2.25,1420.0,1309,3.0,0,0.0,3,8.0,1420,0,2006,0,98103,47.6534,-122.346,1500,1282,5.1
8032700110,20150409T000000,3,2.5,,2159,3.0,0,0.0,3,,1480,0,2007,0,98103,47.6533,-122.341,1480,1554,6.5
3438500486,20141016T000000,4,3.5,2380.0,5809,2.0,0,0.0,4,7.0,1750,630,1995,0,98106,47.5536,-122.359,1620,5775,4.13
9126100814,20141008T000000,3,2.0,1560.0,1020,3.0,0,0.0,3,8.0,1560,0,2014,0,98122,47.605,-122.304,1560,1728,5.15
2215900900,20150505T000000,3,2.5,1690.0,8564,2.0,0,,4,7.0,1690,0,1992,0,98038,47.3518,-122.057,1690,7532,2.95
7116000350,20140718T000000,3,1.0,880.0,7004,1.0,0,0.0,3,5.0,880,0,1950,0,98002,47.3019,-122.216,880,7828,1.2875
844000375,20150303T000000,4,1.5,,19745,1.5,0,,4,6.0,1840,1320,1968,0,98010,47.3103,-122.006,1540,8611,3.35
6190701110,20150420T000000,3,1.75,1680.0,8460,1.0,0,0.0,3,7.0,1180,500,1976,0,98133,47.7554,-122.353,1890,9529,4.196
6623400050,20140909T000000,4,1.0,1470.0,18581,1.5,0,,3,6.0,1470,0,1924,0,98055,47.4336,-122.197,1770,18581,1.8
1922000180,20150402T000000,4,3.75,3560.0,13959,2.0,0,0.0,4,9.0,3560,0,1972,0,98040,47.5575,-122.211,3320,11834,11.6
7751800070,20140804T000000,3,1.5,1800.0,10050,1.0,0,0.0,3,7.0,1800,0,1955,0,98008,47.6344,-122.126,1610,10050,5.83
9900000190,20141030T000000,3,1.0,1320.0,8100,1.0,0,0.0,3,6.0,880,440,1943,0,98166,47.4697,-122.351,1000,8100,2.6895
5459500125,20140805T000000,6,2.75,3600.0,9675,1.0,0,2.0,4,9.0,1940,1660,1977,0,98040,47.5726,-122.213,2990,9675,10.0
3353400840,20141202T000000,6,1.5,2140.0,36509,1.5,0,0.0,4,8.0,2140,0,1903,1979,98001,47.2668,-122.252,1710,12000,2.3
9365700385,20140714T000000,4,2.5,3730.0,16950,2.0,0,0.0,3,10.0,3730,0,1990,0,98040,47.5678,-122.228,3200,16950,12.605
2322069175,20150224T000000,3,1.75,1610.0,38707,1.0,0,0.0,3,7.0,1610,0,1990,0,98010,47.3778,-122.001,1930,45151,3.19502
8029500380,20140731T000000,3,2.0,1830.0,10873,1.0,0,0.0,3,8.0,1830,0,1989,0,98023,47.3066,-122.394,2490,8976,3.05
200500680,20140715T000000,3,2.5,2620.0,11056,2.0,0,0.0,3,9.0,2620,0,1988,0,98011,47.7378,-122.218,2560,8688,5.575
2472950160,20140617T000000,3,2.0,1410.0,7466,1.0,0,0.0,3,7.0,1410,0,1983,0,98058,47.427,-122.147,1410,7610,2.2995
3630070010,20150311T000000,2,1.0,1050.0,2699,1.0,0,0.0,3,7.0,1050,0,2005,0,98029,47.5471,-121.996,1240,2671,3.1
1912100875,20150423T000000,2,2.25,,1248,2.0,0,0.0,3,7.0,1200,170,2000,0,98102,47.6399,-122.32,1800,3360,5.55
1853081000,20140717T000000,5,2.75,2830.0,6137,2.0,0,0.0,3,9.0,2830,0,2010,0,98074,47.5932,-122.058,3170,6285,8.2
1566100130,20140820T000000,2,1.0,780.0,8271,1.0,0,0.0,4,6.0,780,0,1924,0,98115,47.7,-122.3,2220,8271,3.19
3389900800,20141022T000000,2,1.75,1400.0,2500,1.0,0,,5,7.0,710,690,1916,0,98116,47.5628,-122.391,1250,5700,3.95
3448740070,20140616T000000,5,2.5,2340.0,4500,2.0,0,0.0,3,7.0,2340,0,2009,0,98059,47.4911,-122.154,2190,4500,4.29
9545240070,20150428T000000,4,2.25,2010.0,9603,1.0,0,0.0,3,8.0,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,6.605
8089500180,20140730T000000,4,3.5,4540.0,19767,2.0,0,0.0,3,11.0,4200,340,1998,0,98006,47.5445,-122.137,3990,12881,11.5
5145100080,20150206T000000,3,1.75,1780.0,8033,1.0,0,,2,7.0,1210,570,1977,0,98034,47.7275,-122.219,1630,7508,4.75
7852011070,20150109T000000,6,3.75,5960.0,20197,2.0,0,4.0,3,10.0,3900,2060,2005,0,98065,47.5398,-121.869,3860,12800,11.4
2767604247,20140711T000000,2,2.5,1140.0,1181,3.0,0,0.0,3,8.0,1140,0,2007,0,98107,47.6713,-122.383,1220,1189,4.67
6802200190,20150121T000000,3,2.0,1450.0,9044,2.0,0,0.0,3,7.0,1450,0,1990,0,98022,47.1955,-121.987,1450,9044,2.225
9477001350,20140722T000000,3,1.75,1300.0,7770,1.0,0,0.0,3,7.0,1300,0,1967,0,98034,47.7347,-122.192,1520,7600,3.6
2163900081,20150220T000000,3,2.5,1990.0,1891,3.0,0,0.0,3,9.0,1990,0,2012,0,98102,47.6271,-122.324,1990,3600,10.8
1324079029,20150317T000000,3,1.0,960.0,213008,1.0,0,0.0,2,,960,0,1933,0,98024,47.5621,-121.862,1520,57499,2.0
3709500180,20140527T000000,3,2.5,1870.0,5449,2.0,0,0.0,3,8.0,1870,0,2003,0,98011,47.7557,-122.22,2000,7687,4.4583
9430110120,20150505T000000,3,2.5,2300.0,7800,2.0,0,2.0,3,9.0,2300,0,1997,0,98052,47.6842,-122.155,2300,8187,7.37
7159200040,20140917T000000,4,3.25,4580.0,4838,2.0,0,3.0,4,11.0,3080,1500,1991,0,98109,47.6305,-122.354,3540,6483,29.0
808300470,20141202T000000,4,2.5,2495.0,5751,2.0,0,0.0,3,7.0,2495,0,2002,0,98019,47.7243,-121.957,2490,6300,4.36
9528104286,20150113T000000,2,1.5,1020.0,1146,3.0,0,0.0,3,7.0,1020,0,2001,0,98115,47.6774,-122.325,1138,1156,4.55
9103000393,20140910T000000,5,4.5,3732.0,4426,2.5,0,,3,10.0,2932,800,2001,0,98112,47.6189,-122.288,2950,4000,12.25
4068300160,20150122T000000,3,1.75,1610.0,14000,1.0,0,0.0,4,7.0,1050,560,1977,0,98010,47.3429,-122.036,1550,10080,2.635
7298040310,20140523T000000,5,2.5,3840.0,16905,2.0,0,0.0,3,11.0,3840,0,1991,0,98023,47.2996,-122.342,3270,12133,5.56
7518505040,20150330T000000,1,1.0,700.0,2550,1.0,0,0.0,3,6.0,700,0,1954,0,98117,47.6783,-122.383,1330,4110,4.15
2767603612,,2,2.25,1290.0,1334,3.0,0,0.0,3,8.0,1290,0,2007,0,98107,47.6719,-122.382,1350,1334,4.89
7961500010,20140806T000000,3,2.25,,10794,1.0,0,0.0,3,7.0,1540,670,1967,0,98178,47.4911,-122.224,2230,10753,2.45
2790410250,20140505T000000,4,1.75,2300.0,11700,1.0,0,0.0,4,9.0,1960,340,1977,0,98052,47.6331,-122.094,2840,12000,6.15
1402000070,20140520T000000,4,2.25,1770.0,33132,1.0,0,0.0,4,8.0,1190,580,1965,0,98058,47.4413,-122.151,2490,20000,3.9
126059018,20150108T000000,4,2.25,1780.0,10748,2.0,0,0.0,4,8.0,1780,0,1964,0,98072,47.762,-122.11,2070,37680,3.95
1898200030,20140922T000000,4,2.5,2240.0,9701,2.0,0,0.0,3,9.0,2240,0,1989,0,98023,47.3086,-122.392,2240,9410,3.35
5561200980,20141003T000000,4,2.25,2680.0,35218,2.0,0,0.0,3,8.0,2680,0,1986,0,98027,47.4613,-121.997,2980,35218,3.9
3904960690,20150417T000000,3,2.5,2120.0,7401,2.0,0,0.0,3,,2120,0,1989,0,98029,47.5781,-122.018,2010,7972,6.12
3031200246,20140711T000000,3,1.0,920.0,4429,1.0,0,0.0,3,7.0,920,0,1952,0,98118,47.5369,-122.291,1320,7860,2.5
2767704682,20150408T000000,2,1.5,1300.0,1229,2.0,0,0.0,3,8.0,1160,140,2000,0,98107,47.6727,-122.375,1430,1255,4.82
2423069084,20150303T000000,4,2.75,2400.0,104108,2.0,0,0.0,3,8.0,2400,0,1988,0,98027,47.4686,-121.989,2270,54450,5.9
1931300955,20141126T000000,1,1.0,,3200,1.0,0,0.0,3,7.0,830,0,1924,0,98103,47.6557,-122.348,1350,2512,5.25
4443800385,20150506T000000,2,1.0,1480.0,4080,1.0,0,0.0,3,7.0,1050,430,1949,0,98117,47.6842,-122.393,1310,4080,7.781
2556500040,20150106T000000,3,1.0,1230.0,7492,1.0,0,0.0,3,7.0,1230,0,1955,0,98155,47.7633,-122.315,1710,7238,3.2
7519000225,20141030T000000,3,1.0,1580.0,3774,1.5,0,0.0,3,,1580,0,1900,0,98117,47.6839,-122.361,1580,3860,4.65
6414600262,20140829T000000,2,1.0,990.0,8250,1.0,0,0.0,3,7.0,990,0,1955,0,98133,47.7252,-122.331,1080,8168,3.65
1224069074,20140806T000000,4,2.5,3300.0,101930,2.0,0,0.0,4,10.0,3300,0,1991,0,98029,47.576,-121.976,2880,213879,9.25
2322069010,20141007T000000,5,5.0,3960.0,94089,2.0,0,0.0,3,10.0,3960,0,1998,0,98038,47.38,-122.011,2240,64468,11.8
7967900150,20150430T000000,4,2.5,3030.0,9500,2.0,0,0.0,3,8.0,3030,0,1989,0,98001,47.3511,-122.287,2650,9500,3.6795
6072100790,20150408T000000,5,2.25,2410.0,12000,2.0,0,0.0,4,8.0,2410,0,1973,0,98006,47.5434,-122.175,2080,12000,6.48
1176001123,20150206T000000,3,2.5,1510.0,1493,3.0,0,0.0,3,8.0,1510,0,2014,0,98107,47.669,-122.402,1530,1357,5.9995
1123049232,20140606T000000,5,2.5,2690.0,5557,2.0,0,0.0,3,7.0,2690,0,2012,0,98178,47.4914,-122.253,2090,10500,2.79
9826701765,20140808T000000,3,1.0,1610.0,7680,1.0,0,0.0,3,6.0,900,710,1956,0,98122,47.6038,-122.303,1940,2880,7.15
4217400420,20141124T000000,3,1.5,1340.0,6000,1.5,0,1.0,3,9.0,1340,0,1927,0,98105,47.66,-122.282,2600,6000,9.07
7518507330,20140724T000000,3,1.0,1610.0,5100,1.5,0,0.0,5,7.0,1010,600,1901,0,98117,47.6765,-122.386,1270,5100,5.3561
2172000035,20140821T000000,2,1.0,930.0,11450,1.0,0,0.0,3,6.0,930,0,1946,0,98178,47.4862,-122.264,1150,11450,1.9
3295950240,20140905T000000,3,2.5,1981.0,5700,2.0,0,0.0,3,8.0,1981,0,2010,0,98030,47.3668,-122.178,1981,5894,3.037
8956200960,20150120T000000,4,2.5,3056.0,11385,2.0,0,0.0,3,9.0,3056,0,2014,0,98001,47.2905,-122.264,2849,8607,5.24225
8570900038,20140811T000000,3,2.0,1140.0,11620,1.0,0,0.0,3,7.0,1140,0,1994,0,98045,47.4991,-121.783,1140,8400,3.4
2770601741,20141106T000000,3,3.0,1490.0,2944,2.0,0,0.0,3,7.0,960,530,1993,0,98199,47.6506,-122.384,1590,1600,3.9
1096100010,20141028T000000,2,1.0,1210.0,7040,1.0,0,0.0,3,7.0,1210,0,1952,0,98155,47.745,-122.297,1210,7205,3.2
4036800170,20140623T000000,4,1.75,2120.0,7420,1.0,0,0.0,4,7.0,1060,1060,1956,0,98008,47.6019,-122.13,1540,7420,4.53
642500080,20141212T000000,4,2.5,2905.0,4874,2.0,0,0.0,3,,2905,0,2003,0,98031,47.4084,-122.169,2900,5271,3.65
8682292190,20141215T000000,2,2.75,2700.0,9854,1.0,0,0.0,3,9.0,2700,0,2012,0,98053,47.7187,-122.024,1440,4168,8.5
2291400341,20150203T000000,3,2.25,1358.0,1196,3.0,0,0.0,3,7.0,1358,0,2007,0,98133,47.7052,-122.346,1358,1196,3.116
5248800625,20150316T000000,3,1.0,1070.0,4000,1.0,0,0.0,4,7.0,1070,0,1971,0,98108,47.5529,-122.305,1090,4000,3.85
3303950080,20141103T000000,3,2.5,1950.0,7421,2.0,0,,3,8.0,1950,0,1996,0,98038,47.3842,-122.036,2200,4668,2.92
789000520,20140715T000000,3,1.75,1480.0,2211,2.0,0,0.0,3,7.0,1480,0,1995,0,98103,47.6966,-122.35,1480,2197,4.025
8648210050,20150403T000000,3,1.75,1480.0,8165,1.0,0,0.0,4,7.0,1480,0,1985,0,98042,47.3624,-122.079,1450,7939,2.8
3343900120,20150126T000000,4,1.75,2260.0,7200,1.5,0,0.0,5,7.0,1360,900,1924,0,98056,47.5122,-122.186,1410,7465,3.8
7399200240,20150317T000000,4,2.0,1870.0,7700,1.0,0,0.0,3,8.0,1870,0,1966,0,98055,47.4619,-122.196,2270,8580,3.25
2856100250,20141106T000000,4,2.5,2470.0,2550,3.0,0,0.0,3,8.0,2470,0,2004,0,98117,47.6765,-122.389,1270,3060,7.35
5535600110,20140618T000000,4,2.5,2920.0,7700,2.0,0,0.0,3,9.0,2920,0,2003,0,98019,47.7351,-121.975,2920,8943,5.155
2125049120,20140505T000000,3,2.0,2350.0,5700,1.5,0,0.0,4,8.0,1810,540,1939,0,98112,47.639,-122.31,2170,6000,7.7
9320600170,20150324T000000,3,2.0,1280.0,14972,1.0,0,0.0,3,7.0,1280,0,1963,0,98031,47.4129,-122.209,1800,9698,2.005
3629920140,20150407T000000,3,2.25,1260.0,3000,2.0,0,0.0,3,7.0,1260,0,2003,0,98029,47.5459,-121.997,1630,3023,4.77
7813500040,20141015T000000,4,2.5,1900.0,3301,2.0,0,0.0,3,7.0,1900,0,2007,0,98178,47.489,-122.249,1960,3379,3.35
1924059029,20140617T000000,5,6.75,9640.0,13068,1.0,1,4.0,3,12.0,4820,4820,1983,2009,98040,47.557,-122.21,3270,10454,46.68
1320069249,20141020T000000,1,1.0,470.0,63737,1.0,0,2.0,5,5.0,470,0,1924,0,98022,47.2163,-121.984,1350,46762,1.925
2126049290,20150220T000000,4,3.0,2370.0,8154,1.0,0,0.0,3,7.0,1380,990,1977,0,98125,47.7258,-122.306,2100,8148,5.225
522059130,20150429T000000,3,1.0,1150.0,18200,1.0,0,0.0,5,7.0,1150,0,1959,0,98058,47.4262,-122.187,1714,18200,4.65
7968460270,20150303T000000,3,2.0,1330.0,35060,1.0,0,0.0,3,7.0,1330,0,1989,0,98092,47.3128,-122.13,1660,35100,2.595
9551201155,20140728T000000,3,3.25,2610.0,4500,1.5,0,0.0,4,9.0,1660,950,1909,0,98103,47.6701,-122.339,2110,4500,9.25
1954630080,20140619T000000,3,2.5,2840.0,48716,1.0,0,3.0,3,9.0,1870,970,1994,0,98014,47.6832,-121.915,2710,43676,5.0
4154300296,20150318T000000,3,1.0,960.0,5030,1.0,0,0.0,3,7.0,960,0,1955,0,98118,47.5611,-122.28,1460,5400,5.45
2428100130,20141210T000000,3,2.5,2760.0,6187,2.0,0,0.0,3,10.0,2760,0,2014,0,98075,47.5821,-122.047,2760,6600,8.34538
8725950170,20150123T000000,2,2.25,2200.0,2043,2.0,0,0.0,3,9.0,1760,440,2007,0,98004,47.6213,-122.2,2020,1957,9.5
2738630040,20150427T000000,4,2.5,3020.0,6068,2.0,0,0.0,3,9.0,3020,0,2006,0,98072,47.773,-122.16,3240,5757,6.135
8944320420,20140710T000000,3,2.5,2110.0,4038,2.0,0,0.0,4,8.0,2110,0,1989,0,98042,47.3875,-122.153,2110,3727,3.55
9471201110,20150406T000000,4,1.75,2370.0,8400,1.0,0,0.0,5,9.0,1270,1100,1949,0,98105,47.6716,-122.264,2370,8400,11.3
2867300190,20140528T000000,4,2.5,3753.0,7204,2.0,0,0.0,3,10.0,3336,417,2008,0,98023,47.3011,-122.385,3494,9375,3.63
9136103130,20141201T000000,2,1.5,1090.0,4013,1.5,0,0.0,3,7.0,1090,0,1900,0,98103,47.6652,-122.338,1390,4013,4.3
1760600009,20140829T000000,3,1.0,1030.0,7800,1.0,0,0.0,3,7.0,1030,0,1954,0,98168,47.473,-122.324,1630,12664,2.29
192460060,20140715T000000,3,1.75,1510.0,15744,1.0,0,0.0,3,7.0,1510,0,1985,0,98045,47.476,-121.755,1470,15744,3.3
6403510090,20141111T000000,4,2.5,2680.0,7513,2.0,0,0.0,3,8.0,2680,0,1998,0,98059,47.4956,-122.161,2640,7243,4.375
3828000405,20150116T000000,3,1.0,930.0,9900,1.5,0,0.0,4,5.0,930,0,1910,0,98032,47.3745,-122.231,930,7200,1.765
5710500230,20150506T000000,3,2.0,1900.0,9975,1.0,0,0.0,3,8.0,1500,400,1973,0,98027,47.5307,-122.054,2140,9825,5.45
4326000190,20140828T000000,4,1.0,1540.0,9541,1.5,0,0.0,4,7.0,1540,0,1961,0,98034,47.7104,-122.213,1290,9541,3.7
5249803870,20140902T000000,4,3.0,2240.0,5580,2.0,0,0.0,5,7.0,1830,410,1949,0,98118,47.5598,-122.27,1530,4800,5.3
4055700778,20141114T000000,4,2.5,3180.0,20870,2.0,0,0.0,3,8.0,2120,1060,1967,0,98034,47.7176,-122.241,2700,14190,5.23
3298600850,20141216T000000,3,1.75,1370.0,14030,1.0,0,0.0,4,8.0,1370,0,1977,0,98092,47.2969,-122.163,2100,15260,2.35
3449800010,20150309T000000,4,3.25,3160.0,8876,2.0,0,,3,9.0,2460,700,1997,0,98056,47.5153,-122.178,2900,10000,5.58
1003600080,20141107T000000,3,1.0,1010.0,9678,1.0,0,0.0,5,7.0,1010,0,1955,0,98188,47.4396,-122.285,1010,9375,2.45
3271300345,20150323T000000,3,3.0,2800.0,5800,1.0,0,,3,9.0,1580,1220,1953,2010,98199,47.6493,-122.413,2580,5800,10.28
8118600080,20150220T000000,4,2.0,2070.0,7980,1.5,0,,4,,2070,0,1940,0,98146,47.5092,-122.386,1600,7980,5.65
4139430910,20141021T000000,4,3.25,4110.0,15488,2.0,0,2.0,3,11.0,4110,0,1995,0,98006,47.5493,-122.117,4190,14973,9.35
1332000100,20141210T000000,4,2.5,3320.0,38043,2.0,0,0.0,3,9.0,3320,0,1997,0,98053,47.6504,-122.004,3170,42621,6.85
5457801925,20150411T000000,4,3.75,2400.0,3520,1.0,0,0.0,3,7.0,1370,1030,1924,2005,98109,47.6295,-122.346,2230,1419,8.85
9828702389,20140513T000000,3,2.5,1580.0,1161,2.0,0,0.0,3,8.0,1010,570,2008,0,98112,47.6206,-122.299,1680,1177,5.25
1545803240,20141031T000000,3,2.25,1520.0,7930,1.0,0,0.0,3,7.0,1160,360,1988,0,98038,47.3605,-122.049,1530,7930,2.7
3667500015,20140925T000000,4,3.5,3680.0,2242,2.5,0,0.0,3,9.0,2670,1010,1930,2007,98112,47.6192,-122.307,1350,1288,7.7
9109000050,20140709T000000,3,1.0,1200.0,7800,1.0,0,0.0,4,7.0,1200,0,1954,0,98126,47.5196,-122.371,1230,7070,2.75
1189000825,20140702T000000,3,2.25,1900.0,3960,1.5,0,0.0,3,8.0,1200,700,1905,0,98122,47.6122,-122.298,1310,3960,5.8
9831200159,20140806T000000,3,3.25,3890.0,3452,2.0,0,0.0,3,12.0,2890,1000,2006,0,98102,47.626,-122.323,2860,2199,22.5
4322200220,20150421T000000,3,2.75,3370.0,5350,1.5,0,1.0,4,7.0,2310,1060,1910,0,98136,47.5373,-122.39,1720,5618,6.75
9358400150,20150206T000000,5,3.5,4150.0,13232,2.0,0,0.0,3,,4150,0,2006,0,98003,47.3417,-122.182,3840,15121,6.35
9238450210,20140623T000000,3,1.0,1030.0,9834,1.0,0,0.0,3,7.0,1030,0,1969,0,98072,47.7676,-122.164,1210,9875,3.26
2215500220,20140923T000000,4,1.5,1580.0,6360,1.5,0,0.0,3,7.0,1290,290,1945,0,98115,47.6873,-122.286,1690,6360,5.25
1473060030,20140709T000000,4,2.5,3670.0,9958,2.0,0,0.0,3,10.0,3670,0,2005,0,98058,47.4617,-122.159,3300,10679,5.25
1546600565,20141002T000000,6,2.75,2830.0,10579,1.0,0,0.0,4,8.0,1430,1400,1967,0,98005,47.636,-122.171,2060,10745,7.05
7893804845,20150223T000000,2,1.0,1700.0,6718,1.0,0,2.0,3,7.0,1230,470,1956,0,98198,47.4131,-122.331,2040,7500,3.4
6145601745,20150414T000000,2,1.0,890.0,4804,1.0,0,0.0,4,7.0,890,0,1928,0,98133,47.7027,-122.346,1010,3844,2.2
795000620,20141215T000000,3,1.0,1080.0,6250,1.0,0,0.0,2,5.0,1080,0,1950,0,98168,47.5045,-122.33,1070,6250,1.24
162500030,,3,1.0,1160.0,7202,1.0,0,0.0,4,7.0,1160,0,1957,0,98133,47.7675,-122.334,1620,8598,3.24
7387500235,20150317T000000,3,1.75,1960.0,8136,1.0,0,0.0,3,7.0,980,980,1948,0,98106,47.5208,-122.364,1070,7480,3.63
5561401530,20141029T000000,1,1.5,1900.0,40600,1.5,0,0.0,5,9.0,1450,450,1977,0,98027,47.4718,-122.009,2920,40427,5.5
9808590210,20140513T000000,4,2.5,3560.0,11119,1.0,0,2.0,3,10.0,2290,1270,1986,0,98004,47.6456,-122.19,3290,11385,8.6
1930301555,20140701T000000,2,1.0,950.0,4500,1.0,0,2.0,3,7.0,850,100,1926,0,98103,47.6562,-122.354,1670,4000,5.0
1402950450,20150415T000000,4,2.5,2040.0,5472,2.0,0,0.0,3,8.0,2040,0,2003,0,98092,47.3337,-122.189,2420,5782,3.25
795000765,20140616T000000,2,1.0,760.0,5500,1.5,0,0.0,3,5.0,760,0,1947,0,98168,47.5045,-122.329,1040,5515,0.92
6003500749,20140701T000000,2,2.25,1540.0,965,3.0,0,0.0,3,9.0,1540,0,2007,0,98122,47.6181,-122.318,1410,964,6.4
6383900090,,6,2.5,3760.0,12978,1.0,0,0.0,3,9.0,2360,1400,1967,0,98117,47.6976,-122.381,2300,7362,8.383
3179100060,20140916T000000,4,3.5,2800.0,6750,2.0,0,0.0,3,9.0,1890,910,1951,2002,98105,47.669,-122.275,2370,6120,8.8
452002005,,2,1.0,980.0,5000,1.0,0,0.0,3,6.0,980,0,1904,0,98107,47.6744,-122.369,1270,4500,4.52
6139800390,20141006T000000,3,2.5,1940.0,10800,1.0,0,0.0,3,8.0,1340,600,1979,0,98077,47.7471,-122.075,2080,9600,4.325
7852130800,20140513T000000,4,2.25,2140.0,6355,2.0,0,0.0,3,7.0,2140,0,2002,0,98065,47.5367,-121.88,2480,5746,4.35
3425059219,20140929T000000,3,2.25,3250.0,34848,1.0,0,0.0,3,10.0,2260,990,2006,0,98005,47.6077,-122.158,2770,21512,11.5
3546000380,20140928T000000,3,1.75,,7953,1.0,0,0.0,3,7.0,1690,0,1986,0,98030,47.3556,-122.175,1680,7425,2.599
5116000250,,3,1.75,2220.0,11646,1.0,0,0.0,3,7.0,1270,950,1950,0,98028,47.7762,-122.27,1490,10003,3.2
236400130,20150123T000000,3,2.5,1820.0,7242,1.0,0,0.0,3,7.0,1220,600,1959,0,98188,47.4318,-122.292,1350,8214,2.39975
8122101115,20150421T000000,4,2.5,2180.0,6500,2.0,0,0.0,3,7.0,1410,770,1945,0,98126,47.5365,-122.37,920,6500,4.35
8835400775,20141026T000000,4,3.25,2557.0,9480,2.0,0,2.0,3,7.0,2557,0,1948,1993,98118,47.5449,-122.262,2220,8340,5.9495
1797500530,20150505T000000,1,1.0,1220.0,4160,1.0,0,0.0,3,7.0,1220,0,1922,0,98115,47.6746,-122.315,1970,4200,6.551
326049058,20150217T000000,5,1.5,2940.0,13425,1.0,0,0.0,3,8.0,1470,1470,1955,0,98155,47.7632,-122.29,1580,8200,4.645
