"Date","Customer_Age","Customer_Gender","Country","State","Product","Order_Quantity"
"2024-01-15",51,"F","Germany","Saarland","CL_100",19
"2024-02-04",17,"M","Germany","Bayern","CL_100",1
"2024-05-01",29,"F","Australia","New South Wales","CL_100",1
"2023-11-29",40,"M","Canada","British Columbia","CL_100",30
"2023-12-28",42,"M","United States","Washington","CL_100",23
"2024-03-02",42,"M","United States","Washington","CL_100",7
"2023-12-31",42,"F","United States","Washington","CL_100",28
"2024-06-18",56,"M","France","Hauts de Seine","CL_100",14
"2023-08-03",37,"F","Germany","Bayern","CL_100",18
"2023-12-02",29,"M","Germany","Hessen","CL_100",12
"2024-02-20",46,"M","Germany","Bayern","CL_100",1
"2023-08-13",42,"F","United States","California","CL_100",24
"2023-12-18",18,"F","United Kingdom","England","CL_100",8
"2023-12-09",25,"F","United States","California","CL_100",13
"2023-09-20",30,"F","Australia","New South Wales","CL_100",12
"2023-11-07",36,"M","Canada","British Columbia","CL_100",4
"2024-07-07",30,"M","France","Yveline","CL_100",15
"2023-08-13",33,"M","United Kingdom","England","CL_100",11
"2024-06-29",47,"F","Canada","British Columbia","CL_100",1
"2024-04-20",54,"M","France","Hauts de Seine","CL_100",23
"2024-04-01",28,"M","Australia","Queensland","CL_100",25
"2024-03-13",41,"F","United Kingdom","England","CL_100",20
"2024-02-11",42,"M","France","Essonne","CL_100",23
"2023-09-13",26,"F","United States","California","CL_100",31
"2024-02-11",53,"F","United Kingdom","England","CL_100",1
"2024-01-11",44,"M","United Kingdom","England","CL_100",4
"2024-05-08",44,"M","United Kingdom","England","CL_100",5
"2023-11-13",49,"F","United Kingdom","England","CL_100",30
"2023-11-21",58,"M","Australia","Queensland","CL_100",15
"2024-06-20",65,"M","United States","California","CL_100",16
"2024-02-18",28,"M","United States","California","CL_100",16
"2023-11-18",37,"F","United States","California","CL_100",30
"2023-11-28",37,"F","United States","California","CL_100",26
"2024-04-05",26,"F","France","Seine Saint Denis","CL_100",24
"2024-01-01",26,"F","Australia","Victoria","CL_100",19
"2024-05-23",30,"M","Australia","New South Wales","CL_100",10
"2024-02-25",38,"F","Australia","Victoria","CL_100",10
"2024-06-14",39,"M","Australia","New South Wales","CL_100",6
"2024-01-21",38,"M","Australia","Queensland","CL_100",9
"2024-06-25",27,"M","France","Yveline","CL_100",13
"2024-01-06",34,"M","France","Loiret","CL_100",20
"2024-04-02",39,"F","Canada","British Columbia","CL_100",18
"2024-05-09",39,"F","Canada","British Columbia","CL_100",26
"2024-04-09",36,"F","United States","Washington","CL_100",1
"2023-08-16",33,"M","Canada","British Columbia","CL_100",8
"2023-11-16",40,"M","United States","Washington","CL_100",20
"2024-06-19",40,"M","United States","Washington","CL_100",2
"2023-09-19",39,"M","United States","Washington","CL_100",20
"2023-12-10",39,"M","United States","Washington","CL_100",29
"2024-05-20",19,"M","United States","California","CL_100",8
"2024-03-19",29,"F","United States","California","CL_100",7
"2024-06-13",40,"F","United Kingdom","England","CL_100",1
"2024-07-31",48,"F","United Kingdom","England","CL_100",16
"2023-08-19",25,"M","Australia","New South Wales","CL_100",13
"2024-02-01",26,"M","Australia","Queensland","CL_100",18
"2023-08-08",33,"M","United States","Oregon","CL_100",19
"2023-09-18",41,"M","United States","California","CL_100",9
"2023-09-27",36,"M","France","Loiret","CL_100",19
"2024-04-10",30,"F","Germany","Hessen","CL_100",19
"2023-08-24",23,"F","United States","California","CL_100",11
"2024-06-06",59,"M","United States","California","CL_100",28
"2024-06-30",46,"M","United States","Washington","CL_100",9
"2023-12-01",27,"F","Australia","South Australia","CL_100",20
"2023-10-11",30,"F","United States","California","CL_100",24
"2024-06-04",65,"M","United States","Washington","CL_100",15
"2024-04-18",47,"F","United States","California","CL_100",24
"2023-08-20",26,"M","United States","California","CL_100",4
"2024-04-06",33,"M","United States","California","CL_100",29
"2024-05-21",27,"M","Germany","Nordrhein-Westfalen","CL_100",2
"2024-06-06",41,"F","United States","California","CL_100",18
"2024-06-12",28,"F","Australia","Victoria","CL_100",3
"2023-10-04",43,"F","Germany","Nordrhein-Westfalen","CL_100",1
"2023-10-05",33,"M","United States","Washington","CL_100",8
"2024-05-15",33,"M","United States","Washington","CL_100",7
"2023-09-07",26,"M","Germany","Hessen","CL_100",13
"2024-06-11",53,"F","Germany","Saarland","CL_100",21
"2024-05-25",47,"M","United Kingdom","England","CL_100",4
"2023-10-21",18,"M","Germany","Bayern","CL_100",20
"2023-10-02",37,"F","United Kingdom","England","CL_100",14
"2024-04-05",37,"F","United Kingdom","England","CL_100",1
"2023-08-25",40,"F","France","Seine (Paris)","CL_100",18
"2024-03-09",50,"M","Germany","Saarland","CL_100",1
"2024-04-11",26,"M","France","Moselle","CL_100",6
"2024-05-24",40,"M","United States","California","CL_100",19
"2024-04-19",46,"M","United Kingdom","England","CL_100",6
"2024-06-07",46,"M","United Kingdom","England","CL_100",14
"2024-07-22",48,"M","France","Charente-Maritime","CL_100",7
"2024-02-08",21,"M","Australia","New South Wales","CL_100",3
"2024-06-09",44,"F","United Kingdom","England","CL_100",9
"2024-04-04",38,"M","Australia","South Australia","CL_100",30
"2024-03-16",26,"F","United Kingdom","England","CL_100",21
"2023-08-25",35,"M","France","Seine Saint Denis","CL_100",31
"2024-05-15",35,"M","France","Nord","CL_100",12
"2023-10-23",35,"F","United Kingdom","England","CL_100",20
"2023-12-02",35,"F","United Kingdom","England","CL_100",22
"2024-03-25",29,"F","United Kingdom","England","CL_100",2
"2024-04-29",19,"F","United States","Washington","CL_100",9
"2024-02-07",35,"F","Australia","New South Wales","CL_100",22
"2024-02-27",35,"F","Australia","New South Wales","CL_100",1
"2024-05-15",24,"M","United States","California","CL_100",4
"2023-10-10",30,"F","United States","Washington","CL_100",20
"2024-02-06",51,"M","United States","Oregon","CL_100",23
"2024-01-26",19,"F","United States","California","CL_100",7
"2023-11-19",32,"M","France","Yveline","CL_100",5
"2024-06-11",21,"F","Australia","Victoria","CL_100",23
"2024-01-08",32,"M","Australia","Queensland","CL_100",1
"2024-05-04",39,"M","Canada","British Columbia","CL_100",12
"2023-10-20",25,"F","Australia","New South Wales","CL_100",28
"2024-03-07",55,"M","United States","Oregon","CL_100",2
"2024-02-15",27,"F","Australia","Tasmania","CL_100",13
"2024-01-31",35,"M","Australia","New South Wales","CL_100",18
"2024-03-28",35,"M","Australia","New South Wales","CL_100",20
"2024-01-19",32,"F","Germany","Nordrhein-Westfalen","CL_100",32
"2024-01-10",51,"F","Canada","British Columbia","CL_100",1
"2024-03-23",29,"M","United States","California","CL_100",5
"2023-08-29",44,"M","Australia","Queensland","CL_100",3
"2024-01-09",54,"F","Australia","New South Wales","CL_100",22
"2024-01-06",19,"F","Australia","South Australia","CL_100",28
"2023-10-29",29,"F","Germany","Hessen","CL_100",22
"2023-10-27",46,"F","France","Nord","CL_100",1
"2024-04-28",38,"F","Australia","Queensland","CL_100",17
"2024-01-19",42,"M","Canada","British Columbia","CL_100",12
"2024-04-02",44,"F","United States","California","CL_100",21
"2024-01-26",48,"F","Canada","British Columbia","CL_100",18
"2023-09-25",33,"M","Australia","South Australia","CL_100",5
"2024-03-10",19,"F","Australia","New South Wales","CL_100",14
"2024-03-11",19,"F","Australia","New South Wales","CL_100",13
"2023-12-20",38,"M","United Kingdom","England","CL_100",12
"2024-02-22",38,"M","United Kingdom","England","CL_100",4
"2023-08-18",40,"M","Canada","British Columbia","AC_106",18
"2023-12-26",37,"M","Australia","New South Wales","AC_106",5
"2024-06-03",23,"M","United States","California","AC_106",22
"2024-01-14",31,"F","Canada","British Columbia","AC_106",6
"2024-03-06",36,"F","United States","Washington","AC_106",20
"2023-08-22",36,"M","United States","California","AC_106",24
"2024-04-25",37,"M","United States","California","AC_106",31
"2024-06-12",31,"M","France","Seine (Paris)","AC_106",13
"2024-06-23",32,"F","Australia","Victoria","AC_106",19
"2023-12-09",48,"F","Australia","New South Wales","AC_106",30
"2023-11-01",55,"M","United States","California","AC_106",12
"2024-05-26",55,"M","United States","California","AC_106",6
"2024-05-11",52,"M","United States","California","AC_106",11
"2023-11-18",41,"M","United States","California","AC_106",29
"2023-09-14",37,"M","United States","Washington","AC_106",24
"2024-05-02",60,"M","United States","California","AC_106",8
"2023-11-13",66,"M","United States","California","AC_106",11
"2024-01-16",22,"F","United States","California","AC_106",18
"2024-03-03",44,"M","United States","California","AC_106",3
"2024-05-20",28,"M","United States","Oregon","AC_106",25
"2024-02-27",48,"M","Germany","Saarland","AC_106",22
"2024-05-08",31,"F","Australia","Queensland","AC_106",2
"2024-05-25",24,"F","United States","California","AC_106",16
"2024-06-21",28,"F","United Kingdom","England","AC_106",25
"2024-06-29",28,"F","United Kingdom","England","AC_106",19
"2023-09-18",33,"M","United States","Washington","AC_106",22
"2024-02-22",31,"M","Australia","New South Wales","AC_106",9
"2024-04-03",37,"F","Canada","British Columbia","AC_106",3
"2024-05-28",38,"F","United Kingdom","England","AC_106",4
"2023-11-04",30,"M","Australia","Queensland","AC_106",1
"2024-06-11",33,"F","United States","California","AC_106",8
"2024-07-03",28,"M","Australia","New South Wales","AC_106",1
"2024-06-06",41,"M","Australia","Queensland","AC_106",25
"2023-09-04",40,"M","Australia","New South Wales","AC_106",20
"2024-05-30",45,"F","United States","California","AC_106",18
"2024-02-28",19,"M","United States","Washington","AC_106",19
"2023-10-06",29,"M","United Kingdom","England","AC_106",25
"2024-02-18",29,"M","United Kingdom","England","AC_106",21
"2023-12-23",40,"F","United States","California","AC_106",21
"2023-12-11",19,"M","United States","Oregon","AC_106",1
"2024-01-18",23,"M","United States","Washington","AC_106",18
"2024-07-15",42,"F","United States","California","AC_106",6
"2023-09-20",49,"F","United States","Washington","AC_106",15
"2024-02-03",33,"M","Australia","Victoria","AC_108",24
"2023-08-02",62,"F","United States","Washington","AC_108",3
"2024-02-07",38,"M","France","Hauts de Seine","AC_108",13
"2023-10-15",22,"M","United Kingdom","England","AC_108",13
"2024-04-26",38,"F","United States","California","AC_108",8
"2024-05-22",27,"M","United States","California","AC_108",7
"2024-01-20",39,"F","United States","California","AC_108",7
"2023-11-24",33,"M","United States","California","AC_108",25
"2023-09-28",56,"M","United States","California","AC_108",29
"2024-04-10",27,"M","France","Seine Saint Denis","AC_108",28
"2023-11-22",25,"F","Australia","Queensland","AC_108",14
"2024-01-09",41,"M","United States","Washington","AC_108",23
"2023-10-20",31,"M","France","Seine (Paris)","AC_108",30
"2024-03-15",21,"M","United States","California","AC_108",18
"2024-06-20",22,"M","United States","Washington","AC_108",9
"2024-05-24",35,"F","Australia","Queensland","AC_108",12
"2023-10-26",25,"M","United States","California","AC_108",20
"2024-05-19",25,"M","United States","California","AC_108",11
"2023-08-29",54,"M","United States","California","AC_108",29
"2024-05-06",49,"M","United States","Washington","AC_108",10
"2024-02-18",32,"M","United States","Oregon","AC_108",18
"2023-08-30",36,"F","United States","California","AC_108",10
"2023-12-12",36,"F","United States","California","AC_108",12
"2023-10-29",61,"F","United States","Washington","AC_108",6
"2024-03-27",57,"F","United States","California","AC_108",28
"2023-12-23",53,"M","United States","California","AC_108",4
"2024-01-23",50,"M","United States","Washington","AC_108",30
"2023-09-06",47,"M","United States","California","AC_108",18
"2023-12-13",33,"F","United States","California","AC_108",28
"2023-08-03",37,"F","Germany","Bayern","AC_108",20
"2024-01-27",28,"F","United Kingdom","England","AC_108",30
"2024-01-22",21,"M","Australia","New South Wales","AC_108",26
"2023-12-25",56,"M","United States","Washington","AC_108",18
"2024-02-06",30,"F","United States","Oregon","AC_108",1
"2023-11-21",37,"M","United States","California","AC_108",14
"2024-03-05",37,"M","United States","California","AC_108",14
"2024-06-05",37,"F","United States","Washington","AC_108",9
"2024-06-04",23,"M","United States","Washington","AC_108",17
"2023-11-16",39,"M","Australia","New South Wales","AC_108",16
"2023-12-29",56,"F","United States","Washington","AC_108",7
"2024-03-12",40,"M","United States","California","AC_108",6
"2024-06-16",17,"M","United States","Oregon","AC_108",1
"2024-01-04",50,"M","United States","Oregon","AC_108",8
"2024-03-18",35,"F","France","Nord","AC_108",3
"2023-09-02",43,"M","United States","Oregon","AC_108",22
"2023-12-21",20,"F","Germany","Saarland","AC_108",7
"2023-10-23",31,"M","United States","Washington","AC_108",9
"2023-12-16",43,"M","United States","California","AC_108",20
"2024-03-30",39,"F","United States","Washington","AC_108",5
"2023-12-19",19,"M","Germany","Hessen","AC_108",12
"2023-12-22",21,"M","Germany","Nordrhein-Westfalen","AC_108",7
"2024-03-11",23,"F","France","Seine (Paris)","AC_108",11
"2024-04-08",41,"F","Australia","South Australia","AC_108",32
"2023-09-05",33,"M","Australia","New South Wales","AC_108",23
"2024-04-20",54,"M","France","Hauts de Seine","AC_108",25
"2023-10-21",29,"M","United States","Oregon","AC_108",6
"2023-10-21",28,"M","United States","Washington","AC_108",6
"2023-12-13",26,"F","United Kingdom","England","AC_108",14
"2024-03-07",35,"M","Australia","Victoria","AC_108",30
"2023-10-08",22,"F","Canada","British Columbia","AC_108",5
"2023-12-24",35,"M","United Kingdom","England","AC_108",21
"2024-04-14",34,"M","United States","California","AC_108",24
"2023-11-10",30,"M","United Kingdom","England","AC_108",15
"2023-09-30",18,"F","United Kingdom","England","AC_108",3
"2024-07-08",20,"F","United States","Oregon","AC_108",6
"2023-12-17",43,"F","Australia","New South Wales","AC_108",22
"2023-11-17",37,"M","United Kingdom","England","AC_108",3
"2023-10-08",56,"M","Canada","British Columbia","AC_108",24
"2023-11-21",55,"M","Canada","British Columbia","AC_108",13
"2023-11-23",55,"M","Canada","British Columbia","AC_108",5
"2023-11-28",33,"M","Canada","British Columbia","AC_108",22
"2024-01-29",42,"M","United Kingdom","England","AC_108",15
"2023-12-05",20,"F","Canada","British Columbia","AC_108",32
"2024-03-30",47,"F","Australia","Queensland","AC_108",21
"2024-04-15",42,"M","Australia","Victoria","AC_108",7
"2024-06-20",42,"M","Australia","Victoria","AC_108",4
"2023-08-18",27,"F","United States","California","AC_108",7
"2024-01-19",27,"F","United States","California","AC_108",4
"2024-05-30",27,"F","United States","California","AC_108",6
"2024-02-27",30,"M","Canada","British Columbia","AC_108",24
"2023-08-25",51,"M","France","Hauts de Seine","AC_108",15
"2023-11-28",51,"M","Germany","Nordrhein-Westfalen","AC_108",6
"2023-12-10",47,"F","United Kingdom","England","AC_108",18
"2023-12-08",48,"M","United Kingdom","England","AC_108",9
"2024-06-09",58,"F","United States","Washington","AC_108",28
"2024-01-15",56,"F","United States","California","AC_108",22
"2024-01-19",54,"F","United States","California","AC_108",8
"2023-11-10",38,"M","Canada","British Columbia","AC_108",10
"2023-08-15",26,"M","Canada","British Columbia","AC_108",5
"2024-01-21",26,"M","Canada","British Columbia","AC_108",22
"2024-04-29",31,"F","Australia","New South Wales","AC_108",5
"2024-01-05",34,"M","Canada","British Columbia","AC_108",14
"2023-08-19",41,"M","Canada","British Columbia","AC_108",4
"2024-04-12",35,"M","Canada","British Columbia","AC_108",17
"2024-07-17",44,"M","United Kingdom","England","AC_108",18
"2023-12-31",27,"M","Australia","Queensland","AC_108",10
"2023-11-24",40,"F","Canada","British Columbia","AC_108",21
"2024-05-17",29,"M","Canada","British Columbia","AC_108",14
"2024-05-08",44,"F","Canada","British Columbia","AC_108",9
"2024-01-26",39,"F","Canada","British Columbia","AC_108",24
"2024-05-28",53,"M","Canada","British Columbia","AC_108",18
"2024-05-06",35,"F","United Kingdom","England","AC_108",3
"2023-12-22",50,"F","Canada","British Columbia","AC_108",21
"2023-10-13",34,"F","Australia","New South Wales","AC_108",11
"2024-01-12",34,"F","Australia","New South Wales","AC_108",10
"2024-03-19",36,"M","Australia","New South Wales","AC_108",7
"2024-06-10",52,"F","United States","California","CL_102",27
"2024-06-15",48,"F","Canada","British Columbia","CL_102",15
"2024-05-19",46,"F","Canada","British Columbia","CL_101",12
"2024-01-09",45,"M","United States","California","CL_102",3
"2024-06-11",45,"M","United States","California","CL_102",19
"2023-12-17",57,"M","Canada","British Columbia","CL_101",27
"2024-03-07",57,"M","Canada","British Columbia","CL_101",12
"2024-02-28",54,"F","Germany","Hessen","CL_101",6
"2023-11-27",30,"M","Australia","New South Wales","CL_101",16
"2023-11-22",30,"F","Canada","British Columbia","CL_102",1
"2024-05-05",37,"M","United States","Oregon","CL_101",6
"2024-01-08",31,"F","Australia","Victoria","CL_103",7
"2023-12-12",20,"M","United States","Washington","CL_103",27
"2024-06-20",41,"M","Australia","Victoria","CL_102",1
"2023-10-12",45,"F","Germany","Brandenburg","CL_102",26
"2023-09-14",58,"M","Australia","Victoria","CL_103",5
"2024-06-18",32,"F","United States","California","CL_103",16
"2023-09-13",28,"F","France","Loiret","CL_103",21
"2024-06-28",26,"M","Australia","New South Wales","CL_102",12
"2024-07-27",38,"F","Canada","British Columbia","CL_103",22
"2024-02-18",23,"M","Australia","New South Wales","CL_101",4
"2024-07-20",35,"M","Australia","Queensland","CL_103",8
"2024-04-14",30,"M","United Kingdom","England","CL_102",22
"2023-12-14",48,"M","Australia","New South Wales","CL_102",15
"2023-10-15",42,"M","Germany","Saarland","CL_102",10
"2023-08-01",48,"F","Australia","Queensland","CL_101",4
"2023-09-04",18,"F","Canada","British Columbia","CL_103",25
"2023-10-08",24,"M","Canada","British Columbia","CL_103",8
"2024-02-24",24,"M","Canada","British Columbia","CL_103",1
"2023-11-15",20,"F","Canada","British Columbia","CL_103",10
"2024-03-28",62,"M","United States","California","CL_103",2
"2024-06-21",29,"F","France","Seine Saint Denis","CL_102",3
"2024-07-19",33,"F","United States","Washington","CL_101",6
"2024-04-24",45,"F","United States","Oregon","CL_102",9
"2024-03-09",23,"M","United States","California","CL_103",21
"2024-04-12",35,"M","Canada","British Columbia","CL_103",8
"2023-12-19",19,"M","United Kingdom","England","CL_102",23
"2023-11-13",27,"M","Australia","New South Wales","CL_103",7
"2024-02-22",17,"M","United States","California","CL_103",9
"2023-10-24",37,"M","Australia","Queensland","CL_103",28
"2024-04-03",20,"M","United States","California","CL_103",24
"2024-05-12",25,"M","United Kingdom","England","CL_102",29
"2024-05-11",39,"F","Canada","British Columbia","CL_103",23
"2023-11-24",35,"M","United States","Washington","CL_102",16
"2024-02-17",38,"F","Australia","New South Wales","CL_102",7
"2024-06-07",57,"M","Australia","New South Wales","CL_102",12
"2024-02-14",34,"F","United States","California","CL_101",30
"2024-03-08",40,"M","United States","Oregon","CL_102",7
"2023-11-14",21,"F","United States","Oregon","CL_101",1
"2024-01-02",26,"M","United Kingdom","England","CL_101",14
"2024-07-04",26,"M","United Kingdom","England","CL_101",6
"2023-10-14",24,"M","United States","California","CL_101",6
"2023-10-09",22,"F","United Kingdom","England","CL_101",5
"2024-05-13",45,"M","United States","Washington","CL_101",6
"2023-08-17",32,"M","Australia","New South Wales","CL_103",28
"2024-04-07",26,"F","France","Seine Saint Denis","CL_103",26
"2024-01-13",54,"M","Australia","New South Wales","CL_101",9
"2024-06-06",47,"F","United States","Washington","CL_103",1
"2024-06-04",44,"M","United States","Washington","CL_102",7
"2023-12-06",42,"M","United States","California","CL_101",7
"2023-10-15",38,"M","United States","California","CL_101",5
"2023-10-27",38,"M","United States","California","CL_101",21
"2024-07-05",38,"M","United States","California","CL_101",18
"2024-02-17",32,"M","Canada","British Columbia","CL_101",22
"2024-04-17",29,"M","United States","Washington","CL_101",8
"2024-06-10",36,"F","Australia","Victoria","CL_102",17
"2024-02-12",55,"M","United States","Oregon","CL_101",10
"2023-08-25",27,"M","United States","California","CL_103",10
"2024-05-25",45,"M","United States","Oregon","CL_101",27
"2024-04-15",36,"F","United States","California","CL_101",18
"2024-04-01",34,"F","Australia","Queensland","CL_102",1
"2024-06-04",21,"M","France","Seine Saint Denis","CL_101",22
"2024-04-16",53,"M","Australia","Victoria","AC_109",19
"2023-09-24",41,"M","Australia","South Australia","AC_110",25
"2024-03-15",37,"M","Australia","Victoria","AC_110",22
"2024-07-28",37,"M","Australia","Victoria","AC_110",29
"2023-08-05",48,"F","Canada","British Columbia","AC_110",4
"2023-10-06",40,"F","France","Essonne","AC_110",22
"2024-01-11",40,"M","France","Yveline","AC_110",9
"2023-08-24",58,"M","United States","California","AC_109",25
"2023-11-13",19,"M","Australia","Queensland","AC_111",32
"2024-06-03",45,"M","France","Hauts de Seine","AC_110",19
"2024-03-11",46,"F","France","Seine et Marne","AC_110",3
"2024-01-01",31,"M","United Kingdom","England","AC_109",14
"2024-02-08",31,"M","United Kingdom","England","AC_109",3
"2024-03-01",31,"M","United Kingdom","England","AC_109",1
"2023-09-20",26,"F","Canada","British Columbia","AC_110",17
"2024-04-26",34,"M","United States","California","AC_110",13
"2024-06-29",27,"M","United States","California","AC_110",22
"2023-10-12",28,"M","United States","California","AC_109",20
"2024-01-12",28,"M","United States","California","AC_109",1
"2024-01-10",32,"F","United States","Washington","AC_109",7
"2023-08-17",73,"F","Canada","British Columbia","AC_110",20
"2024-07-08",30,"M","United States","California","AC_111",7
"2024-05-15",39,"F","United States","California","AC_111",23
"2023-09-05",41,"M","Australia","Queensland","AC_109",22
"2024-02-03",37,"F","Australia","Queensland","AC_111",10
"2024-03-10",22,"M","United States","Washington","AC_109",7
"2024-03-28",22,"M","United States","Washington","AC_109",18
"2023-11-25",48,"M","Canada","British Columbia","AC_109",21
"2024-02-11",33,"F","Canada","British Columbia","AC_109",27
"2024-05-18",62,"M","United Kingdom","England","AC_111",29
"2023-08-16",43,"F","United Kingdom","England","AC_110",12
"2024-04-22",34,"M","Australia","Victoria","AC_111",25
"2024-06-26",25,"F","United Kingdom","England","AC_111",12
"2023-11-25",27,"M","Germany","Saarland","AC_111",25
"2023-12-08",29,"M","Germany","Saarland","AC_109",18
"2023-12-30",25,"F","Canada","British Columbia","AC_110",22
"2023-09-15",56,"F","France","Seine (Paris)","AC_110",17
"2024-01-22",55,"F","United Kingdom","England","AC_109",18
"2023-12-02",51,"F","Germany","Saarland","AC_109",9
"2023-10-30",21,"F","Australia","Tasmania","AC_109",6
"2023-10-31",25,"M","Germany","Saarland","AC_109",2
"2024-04-05",26,"F","France","Seine Saint Denis","AC_109",12
"2024-06-15",21,"M","Germany","Nordrhein-Westfalen","AC_110",5
"2023-08-15",30,"F","United States","Washington","AC_109",1
"2024-07-20",35,"F","United States","Oregon","AC_109",4
"2024-04-25",28,"M","Australia","Tasmania","AC_111",23
"2023-08-29",47,"M","Australia","New South Wales","AC_110",2
"2024-01-03",45,"M","Australia","Queensland","AC_110",24
"2023-10-25",24,"M","Canada","British Columbia","AC_109",30
"2024-06-10",63,"F","Australia","Queensland","AC_111",7
"2023-09-14",58,"M","Australia","Victoria","AC_110",13
"2024-03-27",29,"M","Canada","British Columbia","AC_111",15
"2023-11-02",50,"M","United States","California","AC_109",1
"2023-12-18",49,"M","United States","Washington","AC_111",5
"2023-08-17",65,"F","Canada","British Columbia","AC_109",22
"2023-12-20",38,"M","United Kingdom","England","AC_109",5
"2023-08-03",37,"F","Germany","Bayern","AC_109",26
"2024-03-04",39,"M","Germany","Nordrhein-Westfalen","AC_110",18
"2023-09-09",46,"M","Germany","Bayern","AC_110",18
"2023-12-07",56,"M","United States","Washington","AC_110",2
"2023-10-24",42,"F","United States","California","AC_109",18
"2024-02-10",42,"M","United States","Washington","AC_109",16
"2024-06-20",39,"F","United States","Washington","AC_110",10
"2024-05-15",21,"F","Germany","Bayern","AC_111",4
"2023-12-25",22,"M","United Kingdom","England","AC_111",20
"2024-02-18",22,"M","United Kingdom","England","AC_111",25
"2024-04-30",37,"F","United States","Washington","AC_110",30
"2023-11-06",53,"F","Australia","Tasmania","AC_110",27
"2023-11-16",50,"F","Australia","Victoria","AC_111",9
"2023-08-18",38,"F","United Kingdom","England","AC_111",5
"2023-10-21",38,"F","United Kingdom","England","AC_111",27
"2024-02-03",28,"M","United Kingdom","England","AC_109",10
"2023-12-12",28,"F","Germany","Brandenburg","AC_110",23
"2023-10-08",23,"M","Australia","New South Wales","AC_110",1
"2024-04-22",55,"F","United States","California","AC_110",16
"2023-12-29",23,"F","United States","California","AC_109",16
"2023-08-04",49,"F","United States","Washington","AC_109",4
"2024-05-14",35,"F","France","Nord","AC_111",5
"2023-12-12",26,"M","Canada","British Columbia","AC_109",27
"2024-03-12",31,"M","Canada","British Columbia","AC_111",15
"2024-06-26",20,"M","Germany","Bayern","AC_109",5
"2023-08-29",32,"M","United Kingdom","England","AC_110",12
"2024-02-05",24,"F","France","Pas de Calais","AC_111",25
"2023-11-28",48,"M","Australia","New South Wales","AC_109",11
"2024-01-05",28,"F","France","Seine Saint Denis","AC_111",10
"2023-12-27",27,"F","Australia","Queensland","AC_110",19
"2023-12-02",30,"M","Australia","South Australia","AC_109",2
"2024-01-07",36,"F","Australia","Victoria","AC_109",29
"2024-07-05",52,"F","United States","Washington","AC_111",3
"2023-09-19",36,"F","United States","California","AC_109",17
"2023-11-29",31,"M","United States","Washington","AC_109",17
"2024-02-17",34,"F","Canada","British Columbia","AC_110",29
"2024-05-11",34,"F","Canada","British Columbia","AC_110",18
"2024-04-14",35,"F","United States","California","AC_111",27
"2024-04-10",26,"M","France","Charente-Maritime","AC_111",31
"2023-10-03",45,"F","United Kingdom","England","AC_110",28
"2024-05-07",24,"M","Australia","New South Wales","AC_110",10
"2023-08-20",23,"M","United States","Washington","AC_109",17
"2023-09-24",23,"M","United States","Washington","AC_109",16
"2023-09-20",22,"F","Canada","British Columbia","AC_110",20
"2023-10-31",22,"F","Canada","British Columbia","AC_110",30
"2023-12-08",52,"M","Canada","British Columbia","AC_111",3
"2023-11-27",51,"M","Canada","British Columbia","AC_109",9
"2024-05-16",33,"M","United States","California","AC_111",26
"2024-03-22",50,"M","Australia","Victoria","AC_109",18
"2024-05-14",50,"M","Australia","Victoria","AC_109",30
"2023-09-12",40,"F","Germany","Hamburg","AC_110",9
"2024-03-14",26,"F","United States","California","AC_111",5
"2024-06-01",25,"M","Germany","Hessen","AC_110",2
"2024-06-28",41,"M","United States","Oregon","AC_109",18
"2024-06-22",20,"M","United Kingdom","England","AC_110",3
"2024-02-28",42,"M","United States","California","AC_111",8
"2024-04-28",42,"M","United States","California","AC_111",8
"2023-08-10",40,"F","United States","Washington","AC_109",19
"2024-01-23",40,"F","United States","Washington","AC_109",22
"2023-12-24",30,"F","France","Seine (Paris)","AC_111",15
"2024-03-01",43,"M","United Kingdom","England","AC_111",24
"2024-06-23",43,"M","United Kingdom","England","AC_111",5
"2023-09-26",23,"F","Australia","New South Wales","AC_111",19
"2024-04-04",22,"M","United States","California","AC_110",11
"2023-10-22",50,"F","United States","Washington","AC_109",10
"2024-01-13",41,"M","United Kingdom","England","AC_111",31
"2024-06-01",28,"M","United States","Washington","AC_110",11
"2024-06-01",42,"M","Germany","Hessen","AC_111",7
"2024-03-27",42,"M","United Kingdom","England","AC_111",7
"2023-12-02",53,"F","Germany","Hessen","AC_111",24
"2023-10-28",26,"F","Australia","New South Wales","AC_109",17
"2024-05-01",31,"M","Australia","New South Wales","AC_109",10
"2024-07-08",31,"M","Australia","New South Wales","AC_109",24
"2024-07-22",19,"M","United States","Washington","AC_111",13
"2023-08-02",19,"M","Canada","British Columbia","AC_111",11
"2023-08-28",62,"M","Canada","British Columbia","AC_111",20
"2023-10-22",24,"M","United States","Washington","AC_111",16
"2024-05-20",24,"M","United States","Washington","AC_111",6
"2023-11-10",26,"F","France","Nord","AC_111",1
"2024-04-06",42,"M","United States","Oregon","AC_110",26
"2023-09-27",41,"F","United States","Washington","AC_110",17
"2023-12-24",41,"F","United States","Washington","AC_110",30
"2023-12-03",55,"M","United Kingdom","England","AC_109",27
"2023-11-09",35,"M","France","Nord","AC_110",8
"2024-05-26",21,"M","United Kingdom","England","AC_111",4
"2024-01-06",36,"F","United Kingdom","England","AC_111",22
"2024-03-18",38,"M","Germany","Bayern","AC_109",9
