"Date","Customer_Age","Customer_Gender","Country","State","Product","Order_Quantity"
"2023-05-07",24,"M","Australia","New South Wales","AC_105",13
"2020-12-04",26,"M","Australia","Tasmania","AC_104",8
"2021-02-01",49,"F","Canada","British Columbia","AC_105",15
"2023-07-08",49,"F","Canada","British Columbia","AC_105",5
"2023-05-13",49,"M","Australia","Queensland","AC_103",19
"2021-05-25",47,"F","Australia","Queensland","AC_105",15
"2022-08-14",30,"F","United States","Washington","AC_105",22
"2020-12-27",30,"F","United States","Washington","AC_105",22
"2022-08-16",38,"M","Canada","British Columbia","AC_105",6
"2022-08-16",38,"M","Canada","British Columbia","AC_105",1
"2020-10-11",38,"M","Canada","British Columbia","AC_105",23
"2021-03-09",38,"M","Canada","British Columbia","AC_105",22
"2023-03-09",38,"M","Canada","British Columbia","AC_105",19
"2020-12-11",38,"M","United States","California","AC_105",21
"2023-02-27",38,"M","United States","California","AC_105",8
"2023-05-13",38,"M","United States","California","AC_105",16
"2023-06-17",38,"M","United States","California","AC_105",27
"2021-07-15",38,"M","United States","California","AC_105",29
"2023-07-31",38,"M","United States","California","AC_105",18
"2022-07-12",28,"M","Australia","Victoria","AC_104",1
"2020-07-15",28,"M","Australia","Victoria","AC_104",19
"2023-01-28",24,"M","United Kingdom","England","AC_104",11
"2021-02-24",40,"F","Canada","British Columbia","AC_105",26
"2021-04-29",40,"F","Canada","British Columbia","AC_105",30
"2023-01-09",41,"M","Australia","New South Wales","AC_105",4
"2021-02-23",41,"M","Australia","New South Wales","AC_105",6
"2022-12-23",26,"M","Germany","Hamburg","AC_104",26
"2021-02-10",26,"M","Germany","Hamburg","AC_104",17
"2022-09-18",26,"M","United States","California","AC_105",4
"2021-04-19",26,"M","United States","California","AC_105",19
"2021-05-19",26,"M","United States","California","AC_105",26
"2022-12-11",29,"M","United States","Oregon","AC_104",10
"2021-05-13",27,"F","United States","Washington","AC_105",7
"2022-08-12",32,"M","Canada","British Columbia","AC_105",31
"2020-09-23",32,"M","Canada","British Columbia","AC_105",7
"2022-12-06",32,"M","Canada","British Columbia","AC_105",24
"2020-12-19",32,"M","Canada","British Columbia","AC_105",3
"2022-12-29",32,"M","Canada","British Columbia","AC_105",14
"2021-05-01",32,"M","Canada","British Columbia","AC_105",15
"2023-05-20",31,"M","Germany","Hessen","AC_104",28
"2022-09-13",20,"M","United Kingdom","England","AC_104",31
"2023-05-04",20,"M","United Kingdom","England","AC_104",15
"2021-05-19",20,"M","United Kingdom","England","AC_104",19
"2023-06-08",56,"F","Germany","Nordrhein-Westfalen","AC_104",13
"2023-02-12",17,"F","Australia","New South Wales","AC_105",2
"2023-04-08",17,"F","Australia","Queensland","AC_105",21
"2023-04-08",17,"F","Australia","Queensland","AC_105",21
"2023-03-23",17,"M","Australia","New South Wales","AC_105",8
"2021-04-03",17,"M","Australia","New South Wales","AC_105",28
"2021-04-17",17,"M","Australia","New South Wales","AC_105",28
"2021-06-19",54,"M","Germany","Saarland","AC_104",21
"2020-12-17",29,"F","United States","Oregon","AC_105",30
"2023-04-27",29,"F","United States","Oregon","AC_105",5
"2022-11-10",32,"M","France","Seine (Paris)","AC_105",16
"2020-09-02",35,"F","France","Essonne","AC_104",20
"2021-02-07",55,"F","United Kingdom","England","AC_104",14
"2023-05-01",19,"M","Australia","South Australia","AC_105",23
"2022-10-03",54,"M","Germany","Hessen","AC_104",11
"2020-11-21",37,"F","Germany","Hessen","AC_104",4
"2023-02-01",38,"F","France","Somme","AC_105",11
"2020-09-15",37,"F","Germany","Nordrhein-Westfalen","AC_105",3
"2021-02-11",37,"F","Germany","Nordrhein-Westfalen","AC_105",4
"2022-12-26",38,"F","Germany","Hamburg","AC_105",10
"2022-08-12",51,"M","United Kingdom","England","AC_105",9
"2020-10-30",48,"F","United Kingdom","England","AC_105",24
"2023-02-08",48,"F","United Kingdom","England","AC_105",16
"2023-06-26",57,"M","Canada","British Columbia","AC_105",26
"2022-11-28",51,"F","United States","Oregon","AC_105",23
"2023-03-10",51,"F","United States","Oregon","AC_105",14
"2023-07-14",51,"F","United States","Oregon","AC_105",13
"2023-05-07",49,"M","Australia","New South Wales","AC_105",15
"2021-05-20",49,"M","Australia","New South Wales","AC_105",9
"2021-06-07",49,"M","Australia","New South Wales","AC_105",17
"2020-08-14",46,"M","Australia","New South Wales","AC_105",25
"2022-09-17",46,"M","Australia","New South Wales","AC_105",18
"2021-05-25",46,"M","Australia","New South Wales","AC_105",15
"2021-05-28",46,"F","Australia","Queensland","AC_105",30
"2021-01-20",24,"F","Germany","Nordrhein-Westfalen","AC_104",11
"2023-03-01",24,"F","Germany","Nordrhein-Westfalen","AC_104",27
"2020-07-20",32,"M","Australia","Victoria","AC_104",15
"2022-07-20",32,"M","Australia","Victoria","AC_104",8
"2021-05-14",32,"M","Australia","Victoria","AC_104",4
"2021-06-12",32,"M","Australia","Victoria","AC_104",6
"2020-10-11",17,"F","Canada","British Columbia","AC_105",16
"2022-10-11",17,"F","Canada","British Columbia","AC_105",15
"2022-10-02",20,"F","Canada","British Columbia","AC_105",7
"2020-07-10",26,"F","United States","Washington","AC_104",3
"2020-09-03",26,"F","United States","Washington","AC_104",19
"2020-11-07",25,"M","United States","Washington","AC_104",27
"2021-02-10",25,"M","United States","Washington","AC_104",15
"2023-05-12",25,"M","United States","Washington","AC_104",15
"2021-06-14",25,"M","United States","Washington","AC_104",22
"2020-07-17",27,"M","United States","Washington","AC_104",16
"2022-08-30",27,"M","United States","Washington","AC_104",25
"2022-10-12",27,"M","United States","Washington","AC_104",25
"2021-06-30",26,"M","Australia","Victoria","AC_104",22
"2020-12-29",52,"M","United Kingdom","England","AC_105",30
"2023-03-02",52,"M","United Kingdom","England","AC_105",23
"2023-05-11",52,"M","United Kingdom","England","AC_105",10
"2021-06-11",45,"F","France","Nord","AC_105",21
"2020-10-09",58,"M","Canada","British Columbia","AC_105",15
"2021-05-23",58,"M","Canada","British Columbia","AC_105",7
"2021-02-07",51,"M","United States","Oregon","AC_104",14
"2023-02-07",51,"M","United States","Oregon","AC_104",24
"2021-03-10",48,"M","United States","Washington","AC_105",8
"2023-03-10",48,"M","United States","Washington","AC_105",9
"2021-04-28",30,"F","Australia","South Australia","AC_104",24
"2023-04-08",37,"M","Australia","South Australia","AC_104",19
"2021-05-27",30,"F","Germany","Nordrhein-Westfalen","AC_105",20
"2023-05-27",30,"F","Germany","Nordrhein-Westfalen","AC_105",10
"2022-09-09",31,"M","France","Nord","AC_104",26
"2023-05-25",20,"F","United Kingdom","England","AC_105",23
"2020-12-29",59,"F","United Kingdom","England","AC_105",10
"2022-12-08",18,"M","Australia","Victoria","AC_104",19
"2020-12-06",54,"M","United Kingdom","England","AC_105",11
"2020-12-06",54,"M","United Kingdom","England","AC_105",27
"2021-02-27",54,"M","United Kingdom","England","AC_105",18
"2022-07-15",39,"F","United Kingdom","England","AC_105",14
"2020-10-29",39,"F","United Kingdom","England","AC_105",13
"2020-11-28",39,"F","United Kingdom","England","AC_105",17
"2020-12-26",39,"F","United Kingdom","England","AC_105",11
"2020-12-27",39,"F","United Kingdom","England","AC_105",18
"2021-01-08",18,"F","France","Nord","AC_105",28
"2020-11-13",43,"F","Canada","British Columbia","AC_104",26
"2022-11-18",43,"F","Canada","British Columbia","AC_104",8
"2021-02-06",43,"F","Canada","British Columbia","AC_104",8
"2020-08-07",42,"F","Canada","British Columbia","AC_105",9
"2020-08-07",42,"F","Canada","British Columbia","AC_105",1
"2020-09-20",42,"F","Canada","British Columbia","AC_105",17
"2022-12-04",42,"F","Canada","British Columbia","AC_105",25
"2020-08-28",27,"M","United States","California","AC_105",20
"2022-10-05",27,"M","United States","California","AC_105",20
"2020-12-13",27,"M","United States","California","AC_105",11
"2023-06-17",27,"M","United States","California","AC_105",13
"2022-11-06",27,"F","Germany","Nordrhein-Westfalen","AC_104",22
"2023-04-22",23,"F","Germany","Bayern","AC_105",15
"2023-05-31",19,"M","Germany","Hessen","AC_104",14
"2021-04-13",25,"M","France","Hauts de Seine","AC_104",28
"2021-02-11",41,"F","Canada","British Columbia","AC_105",3
"2022-08-14",29,"F","United States","California","AC_105",27
"2020-09-01",29,"F","United States","California","AC_105",17
"2022-09-01",29,"F","United States","California","AC_105",15
"2020-09-19",29,"F","United States","California","AC_105",28
"2021-03-10",29,"F","United States","California","AC_105",12
"2021-03-10",29,"F","United States","California","AC_105",9
"2021-04-02",29,"F","United States","California","AC_105",13
"2023-04-02",29,"F","United States","California","AC_105",26
"2023-04-02",29,"F","United States","California","AC_105",13
"2020-09-02",42,"M","Germany","Hamburg","AC_104",14
"2020-08-09",22,"F","Australia","Queensland","AC_104",8
"2022-11-05",22,"F","Australia","Queensland","AC_104",19
"2022-08-03",23,"M","Australia","Tasmania","AC_105",1
"2020-12-11",23,"M","Australia","Tasmania","AC_105",15
"2023-01-03",42,"M","Australia","Victoria","AC_104",6
"2021-02-09",27,"M","Australia","South Australia","AC_105",9
"2021-02-15",27,"F","Australia","Tasmania","AC_105",18
"2020-08-27",23,"M","France","Charente-Maritime","AC_105",17
"2020-10-04",18,"F","Australia","Queensland","AC_105",26
"2023-06-11",18,"F","Australia","Queensland","AC_105",20
"2023-06-23",18,"F","Australia","Queensland","AC_105",6
"2022-12-19",20,"M","Australia","Victoria","AC_104",28
"2023-03-26",20,"M","Australia","Victoria","AC_104",29
"2021-01-12",20,"F","Australia","Victoria","AC_105",10
"2022-10-14",36,"M","Germany","Bayern","AC_105",17
"2023-06-19",37,"F","France","Seine (Paris)","AC_105",1
"2021-06-16",45,"M","France","Seine (Paris)","AC_105",4
"2020-09-08",46,"M","United Kingdom","England","AC_105",25
"2020-12-14",50,"F","United Kingdom","England","AC_104",1
"2020-12-14",50,"F","United Kingdom","England","AC_104",6
"2021-06-28",50,"F","United Kingdom","England","AC_104",7
"2020-07-09",27,"M","Australia","Victoria","AC_105",4
"2022-07-09",27,"M","Australia","Victoria","AC_105",3
"2023-01-19",27,"M","Australia","Victoria","AC_105",26
"2023-06-06",27,"M","Australia","Victoria","AC_105",12
"2021-02-17",49,"M","United States","California","AC_105",10
"2023-05-24",49,"M","United States","California","AC_105",18
"2021-06-12",39,"M","United States","Oregon","AC_104",10
"2020-11-05",35,"M","United States","Washington","AC_105",3
"2021-06-07",35,"M","United States","Washington","AC_105",30
"2020-09-13",30,"M","Australia","New South Wales","AC_104",11
"2020-12-03",35,"F","Australia","Queensland","AC_104",6
"2022-12-26",40,"F","Australia","Victoria","AC_104",20
"2023-04-20",40,"F","Australia","Victoria","AC_104",22
"2023-04-20",40,"F","Australia","Victoria","AC_104",3
"2023-03-25",58,"F","Australia","New South Wales","AC_105",25
"2023-06-30",30,"M","France","Nord","AC_105",30
"2021-03-07",30,"M","United Kingdom","England","AC_105",30
"2023-04-14",30,"M","United Kingdom","England","AC_105",17
"2023-04-29",30,"M","United Kingdom","England","AC_105",23
"2023-04-30",30,"M","United Kingdom","England","AC_105",3
"2021-05-09",30,"M","United Kingdom","England","AC_105",11
"2021-06-15",30,"M","United Kingdom","England","AC_105",22
"2021-04-13",33,"F","Germany","Nordrhein-Westfalen","AC_105",27
"2021-05-21",33,"F","Germany","Nordrhein-Westfalen","AC_105",19
"2020-11-23",21,"F","Australia","South Australia","AC_104",20
"2020-10-17",36,"F","Germany","Hamburg","AC_104",1
"2022-10-17",36,"F","Germany","Hamburg","AC_104",1
"2020-08-06",28,"M","United Kingdom","England","AC_105",26
"2020-08-06",28,"M","United Kingdom","England","AC_105",29
"2020-11-12",28,"M","United Kingdom","England","AC_105",21
"2020-11-26",28,"M","United Kingdom","England","AC_105",3
"2020-12-18",28,"M","United Kingdom","England","AC_105",7
"2021-02-18",28,"M","United Kingdom","England","AC_105",7
"2021-03-20",28,"M","United Kingdom","England","AC_105",16
"2023-03-20",28,"M","United Kingdom","England","AC_105",15
"2021-04-22",28,"M","United Kingdom","England","AC_105",8
"2023-06-30",28,"M","United Kingdom","England","AC_105",11
"2020-11-05",28,"F","Germany","Saarland","AC_105",24
"2022-11-05",28,"F","Germany","Saarland","AC_105",26
"2023-03-28",28,"F","Germany","Saarland","AC_105",14
"2021-03-04",41,"M","United States","Washington","AC_104",14
"2020-07-09",27,"F","Germany","Hessen","AC_104",13
"2022-07-09",27,"F","Germany","Hessen","AC_104",11
"2021-06-17",24,"M","Germany","Nordrhein-Westfalen","AC_105",22
"2020-11-25",26,"M","United Kingdom","England","AC_104",24
"2020-12-13",26,"M","United Kingdom","England","AC_104",4
"2023-01-25",26,"M","United Kingdom","England","AC_104",9
"2023-02-23",26,"M","United Kingdom","England","AC_104",32
"2021-04-06",26,"M","United Kingdom","England","AC_104",14
"2023-07-04",26,"M","United Kingdom","England","AC_104",15
"2023-06-05",27,"F","France","Seine et Marne","AC_105",14
"2021-07-22",51,"M","Germany","Nordrhein-Westfalen","AC_105",4
"2023-07-22",51,"M","Germany","Nordrhein-Westfalen","AC_105",4
"2023-03-22",47,"F","France","Seine (Paris)","AC_104",21
"2021-03-28",47,"F","France","Seine (Paris)","AC_104",18
"2022-09-04",23,"M","Australia","Victoria","AC_103",7
"2022-10-01",24,"F","Australia","New South Wales","AC_105",2
"2020-12-08",24,"F","Australia","New South Wales","AC_105",16
"2022-12-08",24,"F","Australia","New South Wales","AC_105",21
"2022-12-08",24,"F","Australia","New South Wales","AC_105",16
"2023-02-22",24,"F","Australia","New South Wales","AC_105",30
"2021-07-03",25,"M","Australia","Queensland","AC_103",29
"2020-10-22",27,"M","Australia","Queensland","AC_105",17
"2020-12-31",27,"M","Australia","Queensland","AC_105",15
"2022-12-31",27,"M","Australia","Queensland","AC_105",25
"2021-06-18",27,"M","Australia","Queensland","AC_105",24
"2020-08-13",47,"F","Australia","New South Wales","AC_105",3
"2022-08-13",47,"F","Australia","New South Wales","AC_105",1
"2022-11-03",47,"F","Australia","New South Wales","AC_105",29
"2020-11-28",47,"F","Australia","New South Wales","AC_105",4
"2020-10-19",43,"F","Australia","New South Wales","AC_105",24
"2023-01-31",38,"M","Australia","South Australia","AC_103",22
"2021-03-13",38,"F","Australia","Queensland","AC_105",24
"2023-04-28",38,"F","Australia","Queensland","AC_105",6
"2022-12-09",39,"M","United States","Washington","AC_105",8
"2021-03-12",39,"M","United States","Washington","AC_105",6
"2020-08-07",29,"M","Australia","Victoria","AC_105",18
"2022-10-29",34,"M","United States","California","AC_105",19
"2020-11-01",34,"M","United States","California","AC_105",23
"2022-11-02",34,"M","United States","California","AC_105",27
"2020-11-22",34,"M","United States","California","AC_105",18
"2022-12-18",34,"M","United States","California","AC_105",7
"2020-12-25",34,"M","United States","California","AC_105",26
"2021-01-29",34,"M","United States","California","AC_105",18
"2023-01-29",34,"M","United States","California","AC_105",17
"2021-02-07",34,"M","United States","California","AC_105",7
"2021-04-03",43,"M","Canada","British Columbia","AC_104",25
"2021-04-07",43,"M","Canada","British Columbia","AC_104",23
"2020-12-26",61,"F","United States","California","AC_105",12
"2023-04-07",61,"F","United States","California","AC_105",27
"2020-12-19",48,"F","Canada","British Columbia","AC_105",20
"2023-03-06",48,"F","Canada","British Columbia","AC_105",28
"2020-12-23",37,"F","Australia","New South Wales","AC_105",18
"2021-04-11",37,"F","Australia","New South Wales","AC_105",21
"2023-04-11",37,"F","Australia","New South Wales","AC_105",23
"2023-04-26",37,"F","Australia","New South Wales","AC_105",7
"2021-05-09",37,"F","Australia","New South Wales","AC_105",18
"2023-06-04",37,"F","Australia","New South Wales","AC_105",28
"2021-03-03",38,"M","Australia","Victoria","AC_105",14
"2022-08-02",34,"M","Australia","Queensland","AC_105",25
"2022-11-04",34,"M","Australia","Queensland","AC_105",32
"2021-01-14",37,"M","Australia","New South Wales","AC_104",13
"2023-02-03",37,"M","Australia","New South Wales","AC_104",27
"2021-05-07",37,"M","Australia","New South Wales","AC_104",6
"2020-11-26",37,"M","Australia","Queensland","AC_105",26
"2023-06-28",55,"M","Australia","New South Wales","AC_105",27
"2022-09-17",32,"M","Germany","Hamburg","AC_105",24
"2023-06-02",32,"M","Germany","Hamburg","AC_105",27
"2021-06-27",32,"M","Germany","Hamburg","AC_105",26
"2023-04-02",18,"M","Australia","Queensland","AC_104",16
"2023-04-29",20,"M","Australia","New South Wales","AC_105",14
"2021-05-11",50,"F","Australia","Victoria","CL_100",24
"2023-07-01",46,"M","Australia","Queensland","CL_100",16
"2020-08-22",43,"F","Australia","Queensland","CL_100",27
"2020-07-16",22,"F","United States","Washington","CL_100",24
"2023-04-20",17,"F","Canada","British Columbia","CL_100",17
"2021-03-17",59,"F","Australia","South Australia","CL_100",11
"2022-10-04",46,"F","Canada","British Columbia","CL_100",8
"2022-12-07",45,"M","United States","California","CL_100",23
"2020-07-24",33,"F","United States","Washington","CL_100",20
"2021-06-17",33,"F","United States","Washington","CL_100",13
"2021-05-06",34,"F","Canada","British Columbia","CL_100",4
"2020-08-11",29,"F","Canada","British Columbia","CL_100",26
"2022-07-07",61,"M","United Kingdom","England","CL_100",5
"2023-06-05",55,"F","Germany","Bayern","CL_100",21
"2023-06-30",51,"M","United Kingdom","England","CL_100",26
"2020-10-23",44,"F","Germany","Saarland","CL_100",20
"2021-01-02",44,"F","Germany","Saarland","CL_100",23
"2023-02-20",44,"F","Germany","Saarland","CL_100",12
"2023-01-04",23,"F","Australia","Queensland","CL_100",1
"2020-12-26",22,"M","Australia","Victoria","CL_100",6
"2021-06-18",26,"M","Canada","British Columbia","CL_100",17
"2023-07-31",26,"M","Canada","British Columbia","CL_100",27
"2023-04-16",27,"M","Canada","British Columbia","CL_100",27
"2022-12-25",27,"M","United States","Oregon","CL_100",6
"2023-01-18",31,"F","United States","Washington","CL_100",15
"2023-02-07",32,"M","United States","Oregon","CL_100",19
"2021-02-26",32,"M","United States","Oregon","CL_100",17
"2020-10-22",32,"F","United States","Washington","CL_100",11
"2022-10-22",32,"F","United States","Washington","CL_100",9
"2023-04-13",32,"F","United States","Washington","CL_100",3
"2021-05-03",34,"M","United States","California","CL_100",9
"2021-01-21",35,"F","United States","California","CL_100",27
"2023-01-21",35,"F","United States","California","CL_100",24
"2023-04-27",35,"F","United States","California","CL_100",1
"2023-07-16",35,"F","United States","California","CL_100",2
"2020-09-22",36,"F","United States","Oregon","CL_100",9
"2021-02-18",29,"M","Australia","Queensland","CL_100",10
"2023-01-30",30,"M","Australia","Tasmania","CL_100",16
"2020-11-02",31,"F","Canada","British Columbia","CL_100",4
"2023-04-01",31,"F","Canada","British Columbia","CL_100",16
"2023-04-03",31,"F","Canada","British Columbia","CL_100",24
"2023-07-17",31,"F","Canada","British Columbia","CL_100",17
"2020-09-04",37,"M","Canada","British Columbia","CL_100",4
"2020-12-16",37,"M","Canada","British Columbia","CL_100",16
"2022-12-16",37,"M","Canada","British Columbia","CL_100",18
"2022-08-14",41,"F","Australia","New South Wales","CL_100",15
"2022-12-31",23,"M","United States","California","CL_100",31
"2023-05-05",23,"M","United States","California","CL_100",18
"2021-01-31",53,"F","Canada","British Columbia","CL_100",16
"2023-04-18",53,"F","Canada","British Columbia","CL_100",4
"2021-01-25",39,"M","United Kingdom","England","CL_100",15
"2020-09-26",32,"M","Canada","British Columbia","CL_100",5
"2023-02-13",32,"M","Canada","British Columbia","CL_100",7
"2023-03-07",32,"M","Canada","British Columbia","CL_100",4
"2021-05-01",32,"M","Canada","British Columbia","CL_100",7
"2020-12-25",33,"F","Canada","British Columbia","CL_100",11
"2022-08-02",28,"M","United Kingdom","England","CL_100",23
"2022-08-13",43,"M","United Kingdom","England","CL_100",18
"2021-06-23",43,"M","United Kingdom","England","CL_100",21
"2020-10-18",49,"M","France","Nord","CL_100",18
"2020-11-27",49,"M","France","Nord","CL_100",16
"2023-03-05",21,"F","Australia","Queensland","CL_100",28
"2020-11-20",23,"M","United Kingdom","England","CL_100",24
"2022-11-20",23,"M","United Kingdom","England","CL_100",22
"2020-08-29",33,"M","Germany","Nordrhein-Westfalen","CL_100",26
"2022-09-09",33,"M","Germany","Nordrhein-Westfalen","CL_100",9
"2020-10-05",33,"M","Germany","Nordrhein-Westfalen","CL_100",17
"2022-10-05",33,"M","Germany","Nordrhein-Westfalen","CL_100",15
"2020-09-06",33,"F","United Kingdom","England","CL_100",19
"2021-02-21",33,"F","United Kingdom","England","CL_100",20
"2022-08-18",20,"F","France","Seine (Paris)","CL_100",19
"2021-01-25",20,"F","France","Nord","CL_100",21
"2021-06-18",20,"F","Germany","Hamburg","CL_100",6
"2021-03-11",35,"F","France","Charente-Maritime","CL_100",6
"2023-03-11",35,"F","France","Charente-Maritime","CL_100",7
"2023-05-24",36,"M","Germany","Nordrhein-Westfalen","CL_100",15
"2020-12-26",36,"M","France","Seine (Paris)","CL_100",26
"2021-03-01",42,"F","Germany","Nordrhein-Westfalen","CL_100",23
"2020-08-17",55,"F","United Kingdom","England","CL_100",7
"2022-08-22",36,"M","United Kingdom","England","CL_100",4
"2023-02-05",36,"M","United Kingdom","England","CL_100",21
"2021-02-05",37,"M","United Kingdom","England","CL_100",25
"2023-02-05",37,"M","United Kingdom","England","CL_100",24
"2023-07-17",37,"M","United Kingdom","England","CL_100",21
"2020-10-06",39,"F","United Kingdom","England","CL_100",6
"2023-01-15",51,"F","Germany","Saarland","CL_100",19
"2023-06-15",51,"F","Germany","Saarland","CL_100",18
"2023-04-06",44,"M","Germany","Hessen","CL_100",16
"2023-07-07",43,"M","France","Seine (Paris)","CL_100",24
"2023-02-04",17,"M","Germany","Bayern","CL_100",1
"2020-12-30",25,"F","United Kingdom","England","CL_100",2
"2023-03-22",31,"F","United States","California","CL_100",17
"2020-10-27",32,"M","United States","California","CL_100",15
"2023-03-23",32,"M","United States","California","CL_100",10
"2021-03-25",35,"F","United States","Washington","CL_100",3
"2023-05-01",29,"F","Australia","New South Wales","CL_100",1
"2022-11-09",21,"M","United States","California","CL_100",5
"2021-04-21",21,"M","United States","California","CL_100",6
"2021-07-29",21,"M","United States","California","CL_100",13
"2021-03-09",22,"M","United States","Oregon","CL_100",28
"2022-11-29",40,"M","Canada","British Columbia","CL_100",30
"2022-09-23",51,"M","Canada","British Columbia","CL_100",12
"2020-11-19",40,"M","Germany","Saarland","CL_100",7
"2022-12-28",42,"M","United States","Washington","CL_100",23
"2021-02-16",42,"M","United States","Washington","CL_100",6
"2023-03-02",42,"M","United States","Washington","CL_100",7
"2021-04-04",47,"M","United States","Oregon","CL_100",23
"2022-12-01",42,"F","United States","Washington","CL_100",2
"2022-12-31",42,"F","United States","Washington","CL_100",28
"2021-07-04",42,"F","United States","Washington","CL_100",3
"2021-04-23",43,"F","Canada","British Columbia","CL_100",25
"2021-06-18",56,"M","France","Hauts de Seine","CL_100",17
"2023-06-18",56,"M","France","Hauts de Seine","CL_100",14
"2022-08-03",37,"F","Germany","Bayern","CL_100",18
"2022-12-02",29,"M","Germany","Hessen","CL_100",12
"2023-02-20",46,"M","Germany","Bayern","CL_100",1
"2020-08-27",47,"F","United Kingdom","England","CL_100",12
"2022-12-08",56,"F","United States","Oregon","CL_100",13
"2022-08-13",42,"F","United States","California","CL_100",24
"2022-12-18",18,"F","United Kingdom","England","CL_100",8
"2020-09-12",22,"M","France","Yveline","CL_100",4
"2023-01-18",22,"M","United Kingdom","England","CL_100",20
"2020-10-05",25,"F","United States","California","CL_100",26
"2022-12-09",25,"F","United States","California","CL_100",13
"2023-06-21",28,"F","Australia","New South Wales","CL_100",28
"2022-09-20",30,"F","Australia","New South Wales","CL_100",12
"2020-11-24",33,"F","Australia","Queensland","CL_100",23
"2021-04-15",33,"F","Australia","Queensland","CL_100",30
"2023-07-31",55,"F","United States","California","CL_100",23
"2020-07-31",51,"F","Germany","Hessen","CL_100",14
"2020-12-05",55,"M","United States","Washington","CL_100",13
"2023-03-25",55,"M","United States","Washington","CL_100",28
"2022-11-07",36,"M","Canada","British Columbia","CL_100",4
"2023-07-07",30,"M","France","Yveline","CL_100",15
"2020-08-30",19,"M","United Kingdom","England","CL_100",9
"2020-08-27",24,"F","France","Seine et Marne","CL_100",23
"2023-07-17",41,"M","Canada","British Columbia","CL_100",4
"2022-08-13",33,"M","United Kingdom","England","CL_100",11
"2021-06-14",33,"M","United Kingdom","England","CL_100",30
"2020-11-25",46,"M","Australia","New South Wales","CL_100",13
"2020-08-18",38,"F","United Kingdom","England","CL_100",2
"2021-06-22",38,"F","United Kingdom","England","CL_100",23
"2021-03-12",44,"M","Australia","Victoria","CL_100",1
"2020-12-17",24,"F","Canada","Alberta","CL_100",16
"2023-07-29",57,"F","Australia","Victoria","CL_100",26
"2023-04-25",48,"F","United States","California","CL_100",1
"2021-05-23",47,"F","Canada","British Columbia","CL_100",21
"2023-05-23",47,"F","Canada","British Columbia","CL_100",18
"2023-06-29",47,"F","Canada","British Columbia","CL_100",1
"2022-12-21",18,"M","United States","California","CL_100",7
"2021-02-02",35,"M","United Kingdom","England","CL_100",13
"2023-04-20",54,"M","France","Hauts de Seine","CL_100",23
"2023-04-01",28,"M","Australia","Queensland","CL_100",25
"2021-05-04",28,"M","Germany","Bayern","CL_100",21
"2021-02-25",23,"M","Canada","British Columbia","CL_100",23
"2021-05-19",52,"M","Canada","British Columbia","CL_100",20
"2023-01-30",41,"F","United Kingdom","England","CL_100",21
"2023-03-13",41,"F","United Kingdom","England","CL_100",20
"2023-02-11",42,"M","France","Essonne","CL_100",23
"2020-11-18",42,"F","Germany","Saarland","CL_100",9
"2022-09-13",26,"F","United States","California","CL_100",31
"2021-05-09",38,"F","United States","Washington","CL_100",12
"2021-05-11",38,"F","United States","Washington","CL_100",29
"2022-10-02",26,"F","Germany","Hessen","CL_100",32
"2021-01-21",32,"F","Germany","Hamburg","CL_100",9
"2023-06-17",32,"F","Germany","Hamburg","CL_100",16
"2021-06-04",34,"F","France","Nord","CL_100",14
"2021-01-09",78,"F","United Kingdom","England","CL_100",1
"2023-02-11",53,"F","United Kingdom","England","CL_100",1
"2021-05-19",53,"F","United Kingdom","England","CL_100",1
"2020-09-06",44,"M","United Kingdom","England","CL_100",16
"2020-09-20",44,"M","United Kingdom","England","CL_100",27
"2023-01-11",44,"M","United Kingdom","England","CL_100",4
"2023-05-08",44,"M","United Kingdom","England","CL_100",5
"2022-11-13",49,"F","United Kingdom","England","CL_100",30
"2022-11-21",58,"M","Australia","Queensland","CL_100",15
"2023-06-20",65,"M","United States","California","CL_100",16
"2020-10-16",52,"M","Australia","Queensland","CL_100",29
"2020-12-21",28,"M","United States","California","CL_100",29
"2020-12-24",28,"M","United States","California","CL_100",16
"2023-02-18",28,"M","United States","California","CL_100",16
"2023-07-22",28,"M","United States","California","CL_100",3
"2022-11-18",37,"F","United States","California","CL_100",30
"2022-11-28",37,"F","United States","California","CL_100",26
"2020-12-17",37,"F","United States","California","CL_100",18
"2022-07-22",25,"M","United Kingdom","England","CL_100",20
"2021-06-26",25,"M","United Kingdom","England","CL_100",2
"2023-04-05",26,"F","France","Seine Saint Denis","CL_100",24
"2021-02-03",48,"M","Germany","Nordrhein-Westfalen","CL_100",12
"2023-01-01",26,"F","Australia","Victoria","CL_100",19
"2022-08-04",68,"M","United States","Washington","CL_100",14
"2023-03-15",30,"M","Australia","Queensland","CL_100",17
"2023-05-23",30,"M","Australia","New South Wales","CL_100",10
"2021-06-03",30,"M","Australia","New South Wales","CL_100",14
"2021-05-27",32,"F","Australia","Queensland","CL_100",15
"2021-06-24",32,"F","Australia","New South Wales","CL_100",10
"2023-02-25",38,"F","Australia","Victoria","CL_100",10
"2020-09-24",34,"F","Australia","South Australia","CL_100",13
"2021-07-14",35,"M","Australia","Victoria","CL_100",24
"2023-06-14",39,"M","Australia","New South Wales","CL_100",6
"2023-01-21",38,"M","Australia","Queensland","CL_100",9
"2021-03-29",40,"F","United States","Oregon","CL_100",24
