Number of Records;Cell Cgi;Cell Tower Lat;Cell Tower Location;Cell Tower Long;Cell Tower State;Comm Date;Comm Identifier;Comm Time;Comm Timedate String;Comm Timestamp;Comm Type;Id
1;5.0501E+12;-33,793648;BALGOWLAH VILLAGE SHOPPING CENTRE IBC;151,263934;NSW;10/6/14;;30/12/1899 18:58:24;10/6/14 18:58;1412582304;Internet;2124
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/6/14;;30/12/1899 19:04:41;10/6/14 19:04;1412582681;Internet;2125
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/6/14;;30/12/1899 19:58:30;10/6/14 19:58;1412585910;Internet;2126
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/6/14;;30/12/1899 19:58:30;10/6/14 19:58;1412585910;Internet;2127
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/6/14;;30/12/1899 20:12:21;10/6/14 20:12;1412586741;Internet;2128
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/6/14;;30/12/1899 20:12:28;10/6/14 20:12;1412586748;Internet;2130
1;5.0501E+12;-33,779333;HARBORD 22 WAINE ST;151,276901;NSW;10/6/14;;30/12/1899 20:12:28;10/6/14 20:12;1412586748;Internet;2129
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/6/14;;30/12/1899 20:15:57;10/6/14 20:15;1412586957;Internet;2131
1;5.0501E+12;-33,779333;HARBORD 22 WAINE ST;151,276901;NSW;10/6/14;;30/12/1899 20:58:43;10/6/14 20:58;1412589523;Internet;2132
1;5.0501E+12;-33,779333;HARBORD 22 WAINE ST;151,276901;NSW;10/6/14;;30/12/1899 20:58:43;10/6/14 20:58;1412589523;Internet;2133
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/6/14;;30/12/1899 20:59:29;10/6/14 20:59;1412589569;Internet;2134
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/6/14;;30/12/1899 21:13:37;10/6/14 21:13;1412590417;Internet;2135
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/6/14;;30/12/1899 21:13:37;10/6/14 21:13;1412590417;Internet;2136
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/6/14;;30/12/1899 21:15:28;10/6/14 21:15;1412590528;Internet;2137
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/7/14;;30/12/1899 0:56:14;10/7/14 0:56;1412603774;Internet;2138
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 9:17:59;10/7/14 9:17;1412633879;Internet;2141
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 9:17:59;10/7/14 9:17;1412633879;Internet;2142
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 9:18:10;10/7/14 9:18;1412633890;Internet;2143
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 9:29:22;10/7/14 9:29;1412634562;Internet;2144
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 9:29:22;10/7/14 9:29;1412634562;Internet;2145
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 13:46:14;10/7/14 13:46;1412649974;Internet;2147
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 13:56:14;10/7/14 13:56;1412650574;Internet;2148
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 13:56:14;10/7/14 13:56;1412650574;Internet;2149
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 13:56:43;10/7/14 13:56;1412650603;Internet;2150
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 17:28:40;10/7/14 17:28;1412663320;Internet;2151
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 17:28:40;10/7/14 17:28;1412663320;Internet;2152
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 17:30:04;10/7/14 17:30;1412663404;Internet;2153
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 17:32:55;10/7/14 17:32;1412663575;Internet;2154
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 17:32:55;10/7/14 17:32;1412663575;Internet;2155
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 17:34:09;10/7/14 17:34;1412663649;Internet;2156
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 18:23:23;10/7/14 18:23;1412666603;Internet;2157
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 18:23:23;10/7/14 18:23;1412666603;Internet;2158
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 18:25:47;10/7/14 18:25;1412666747;Internet;2159
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 18:29:05;10/7/14 18:29;1412666945;Internet;2160
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 18:29:05;10/7/14 18:29;1412666945;Internet;2161
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 18:29:10;10/7/14 18:29;1412666950;Internet;2162
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 19:07:39;10/7/14 19:07;1412669259;Internet;2163
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 19:07:39;10/7/14 19:07;1412669259;Internet;2164
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 19:10:22;10/7/14 19:10;1412669422;Internet;2165
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 19:37:47;10/7/14 19:37;1412671067;Internet;2166
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 19:37:47;10/7/14 19:37;1412671067;Internet;2167
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/7/14;;30/12/1899 19:37:59;10/7/14 19:37;1412671079;Internet;2168
1;505010152532C;-33,79661;FAIRLIGHT 137 SYDNEY RD;151,27756;NSW;10/7/14;;30/12/1899 20:56:20;10/7/14 20:56;1412675780;Internet;2181
1;505010152532C;-33,79661;FAIRLIGHT 137 SYDNEY RD;151,27756;NSW;10/7/14;;30/12/1899 20:56:20;10/7/14 20:56;1412675780;Internet;2182
1;505010152532C;-33,79661;FAIRLIGHT 137 SYDNEY RD;151,27756;;10/7/14;c20d10fed2182b6bdbe1c1d8583054cf86bac113;30/12/1899 20:56:42;10/7/14 20:56;1412675802;Phone;780
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/7/14;;30/12/1899 20:57:02;10/7/14 20:57;1412675822;Internet;2183
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/8/14;;30/12/1899 0:46:14;10/8/14 0:46;1412689574;Internet;2184
1;505010153744F;-33,87829;CHINATOWN;151,20345;NSW;10/8/14;;30/12/1899 9:20:30;10/8/14 9:20;1412720430;Internet;2187
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/8/14;;30/12/1899 9:20:30;10/8/14 9:20;1412720430;Internet;2188
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/8/14;;30/12/1899 10:58:24;10/8/14 10:58;1412726304;Internet;2190
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/8/14;;30/12/1899 10:58:24;10/8/14 10:58;1412726304;Internet;2191
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/8/14;;30/12/1899 10:59:20;10/8/14 10:59;1412726360;Internet;2192
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/8/14;;30/12/1899 14:25:25;10/8/14 14:25;1412738725;Internet;2193
1;505010153111F;-33,88024;HAYMARKET #;151,20569;NSW;10/8/14;;30/12/1899 14:25:25;10/8/14 14:25;1412738725;Internet;2194
1;505010153111F;-33,88024;HAYMARKET #;151,20569;NSW;10/8/14;;30/12/1899 17:56:52;10/8/14 17:56;1412751412;Internet;2196
1;505010153111F;-33,88024;HAYMARKET #;151,20569;NSW;10/8/14;;30/12/1899 17:56:53;10/8/14 17:56;1412751413;Internet;2197
1;505010153111F;-33,880726;HAYMARKET #;151,205692;;10/8/14;632596051800e3f75b19e43a02feb73906cb0585;30/12/1899 17:57:07;10/8/14 17:57;1412751427;Phone;781
1;505010153744F;-33,87829;CHINATOWN;151,20345;NSW;10/8/14;;30/12/1899 18:12:19;10/8/14 18:12;1412752339;Internet;2198
1;50501015220A3;-33,79275;SEAFORTH;151,24125;NSW;10/8/14;;30/12/1899 18:51:50;10/8/14 18:51;1412754710;Internet;2202
1;50501015220A3;-33,79275;SEAFORTH;151,24125;NSW;10/8/14;;30/12/1899 18:51:50;10/8/14 18:51;1412754710;Internet;2203
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/8/14;;30/12/1899 18:52:06;10/8/14 18:52;1412754726;Internet;2204
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/8/14;;30/12/1899 19:11:14;10/8/14 19:11;1412755874;Internet;2205
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/8/14;;30/12/1899 19:11:14;10/8/14 19:11;1412755874;Internet;2206
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/8/14;;30/12/1899 19:20:58;10/8/14 19:20;1412756458;Internet;2207
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;;10/8/14;bc0b01860486b0f0a240ce8419d3d7553fe404ab;30/12/1899 19:24:47;10/8/14 19:24;1412756687;SMS;782
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/8/14;;30/12/1899 19:57:12;10/8/14 19:57;1412758632;Internet;2208
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/8/14;;30/12/1899 19:57:12;10/8/14 19:57;1412758632;Internet;2209
1;5.0501E+12;-33,78815;BALGOWLAH HAYES ST;151,26654;;10/8/14;91aba4a11359ff3af7902428d20cfa7e676c36e7;30/12/1899 19:57:28;10/8/14 19:57;1412758648;Phone;783
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/8/14;;30/12/1899 20:08:32;10/8/14 20:08;1412759312;Internet;2210
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 0:31:46;10/9/14 0:31;1412775106;Internet;2211
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 5:01:46;10/9/14 5:01;1412791306;Internet;2212
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 7:52:54;10/9/14 7:52;1412801574;Internet;2213
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 7:52:54;10/9/14 7:52;1412801574;Internet;2214
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 7:56:49;10/9/14 7:56;1412801809;Internet;2215
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 8:12:37;10/9/14 8:12;1412802757;Internet;2216
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 8:12:37;10/9/14 8:12;1412802757;Internet;2217
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 8:13:55;10/9/14 8:13;1412802835;Internet;2218
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 8:26:41;10/9/14 8:26;1412803601;Internet;2219
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 8:26:41;10/9/14 8:26;1412803601;Internet;2220
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 8:27:22;10/9/14 8:27;1412803642;Internet;2221
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 12:26:46;10/9/14 12:26;1412818006;Internet;2222
1;5.0501E+12;-33,793648;BALGOWLAH VILLAGE SHOPPING CENTRE IBC;151,263934;NSW;10/9/14;;30/12/1899 15:26:21;10/9/14 15:26;1412828781;Internet;2223
1;5.0501E+12;-33,793648;BALGOWLAH VILLAGE SHOPPING CENTRE IBC;151,263934;NSW;10/9/14;;30/12/1899 15:26:21;10/9/14 15:26;1412828781;Internet;2224
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 15:42:22;10/9/14 15:42;1412829742;Internet;2225
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 16:30:24;10/9/14 16:30;1412832624;Internet;2226
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 16:30:24;10/9/14 16:30;1412832624;Internet;2227
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 16:31:15;10/9/14 16:31;1412832675;Internet;2228
1;5.0501E+12;-33,779333;HARBORD 22 WAINE ST;151,276901;NSW;10/9/14;;30/12/1899 17:02:24;10/9/14 17:02;1412834544;Internet;2229
1;5.0501E+12;-33,779333;HARBORD 22 WAINE ST;151,276901;NSW;10/9/14;;30/12/1899 17:02:24;10/9/14 17:02;1412834544;Internet;2230
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 17:15:35;10/9/14 17:15;1412835335;Internet;2231
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 17:18:07;10/9/14 17:18;1412835487;Internet;2232
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 17:18:07;10/9/14 17:18;1412835487;Internet;2233
1;505010152532C;-33,79661;FAIRLIGHT 137 SYDNEY RD;151,27756;NSW;10/9/14;;30/12/1899 17:18:12;10/9/14 17:18;1412835492;Internet;2234
1;505010152532C;-33,79661;FAIRLIGHT 137 SYDNEY RD;151,27756;NSW;10/9/14;;30/12/1899 17:29:53;10/9/14 17:29;1412836193;Internet;2235
1;505010152532C;-33,79661;FAIRLIGHT 137 SYDNEY RD;151,27756;NSW;10/9/14;;30/12/1899 17:29:53;10/9/14 17:29;1412836193;Internet;2236
1;505010152532C;-33,79661;FAIRLIGHT 137 SYDNEY RD;151,27756;NSW;10/9/14;;30/12/1899 17:30:20;10/9/14 17:30;1412836220;Internet;2237
1;505010152532C;-33,79661;FAIRLIGHT 137 SYDNEY RD;151,27756;NSW;10/9/14;;30/12/1899 18:55:59;10/9/14 18:55;1412841359;Internet;2238
1;505010152532C;-33,79661;FAIRLIGHT 137 SYDNEY RD;151,27756;NSW;10/9/14;;30/12/1899 18:56:00;10/9/14 18:56;1412841360;Internet;2239
1;505010152532C;-33,79661;FAIRLIGHT 137 SYDNEY RD;151,27756;NSW;10/9/14;;30/12/1899 19:03:23;10/9/14 19:03;1412841803;Internet;2240
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 19:10:44;10/9/14 19:10;1412842244;Internet;2241
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 19:10:44;10/9/14 19:10;1412842244;Internet;2242
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 19:14:48;10/9/14 19:14;1412842488;Internet;2243
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 20:22:46;10/9/14 20:22;1412846566;Internet;2244
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 20:22:46;10/9/14 20:22;1412846566;Internet;2245
1;5.0501E+12;-33,78815;BALGOWLAH HAYES ST;151,26654;;10/9/14;a804558e420ececf05faedf05722704a115f1b50;30/12/1899 20:23:08;10/9/14 20:23;1412846588;Phone;784
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/9/14;;30/12/1899 20:23:13;10/9/14 20:23;1412846593;Internet;2246
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/10/14;;30/12/1899 0:53:13;10/10/14 0:53;1412862793;Internet;2247
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/10/14;;30/12/1899 4:49:23;10/10/14 4:49;1412876963;Internet;2248
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/10/14;;30/12/1899 9:19:23;10/10/14 9:19;1412893163;Internet;2249
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/10/14;;30/12/1899 11:01:54;10/10/14 11:01;1412899314;Internet;2250
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;10/10/14;;30/12/1899 11:01:54;10/10/14 11:01;1412899314;Internet;2251
1;5.0501E+12;-33,78815;BALGOWLAH HAYES ST;151,26654;;10/10/14;a804558e420ececf05faedf05722704a115f1b50;30/12/1899 11:02:16;10/10/14 11:02;1412899336;Phone;785
1;50501015369CB;-33,86113;71 MACQUARIE ST;151,21293;NSW;10/10/14;;30/12/1899 11:57:58;10/10/14 11:57;1412902678;Internet;2254
1;505010153A14C;-33,88024;HAYMARKET TE LEVEL 5 SRA BTS HOTEL;151,20569;NSW;10/10/14;;30/12/1899 12:03:15;10/10/14 12:03;1412902995;Internet;2255
1;5050101532B23;-33,8841;CHIPPENDALE;151,20234;NSW;10/10/14;;30/12/1899 12:10:27;10/10/14 12:10;1412903427;Internet;2256
1;5.0501E+12;-33,923217;AIRPORT LINK;151,187345;NSW;10/10/14;;30/12/1899 12:18:59;10/10/14 12:18;1412903939;Internet;2257
1;5050101529AF9;-33,934674;SYDNEY INTERNATIONAL AIRPORT RAILWAY STN;151,16452;NSW;10/10/14;;30/12/1899 12:18:59;10/10/14 12:18;1412903939;Internet;2258
1;50501015223F4;-33,937558;MASCOT INTERNATIONAL AIRPORT TERMINAL T1;151,1657;NSW;10/10/14;;30/12/1899 12:30:47;10/10/14 12:30;1412904647;Internet;2259
1;50501015223F4;-33,937558;MASCOT INTERNATIONAL AIRPORT TERMINAL T1;151,1657;NSW;10/10/14;;30/12/1899 13:03:36;10/10/14 13:03;1412906616;Internet;2260
1;50501015223F4;-33,937558;MASCOT INTERNATIONAL AIRPORT TERMINAL T1;151,1657;NSW;10/10/14;;30/12/1899 13:03:36;10/10/14 13:03;1412906616;Internet;2261
1;50501015223F4;-33,937558;MASCOT INTERNATIONAL AIRPORT TERMINAL T1;151,1657;NSW;10/10/14;;30/12/1899 13:03:49;10/10/14 13:03;1412906629;Internet;2262
1;50501015223F4;-33,937558;MASCOT INTERNATIONAL AIRPORT TERMINAL T1;151,1657;NSW;10/10/14;;30/12/1899 13:10:41;10/10/14 13:10;1412907041;Internet;2263
1;50501015223F4;-33,937558;MASCOT INTERNATIONAL AIRPORT TERMINAL T1;151,1657;NSW;10/10/14;;30/12/1899 13:10:41;10/10/14 13:10;1412907041;Internet;2264
1;50501015223F4;-33,937558;MASCOT INTERNATIONAL AIRPORT TERMINAL T1;151,1657;NSW;10/10/14;;30/12/1899 13:11:14;10/10/14 13:11;1412907074;Internet;2265
1;50501015223F4;-33,937558;MASCOT INTERNATIONAL AIRPORT TERMINAL T1;151,1657;NSW;10/10/14;;30/12/1899 13:16:57;10/10/14 13:16;1412907417;Internet;2266
1;50501015223F4;-33,937558;MASCOT INTERNATIONAL AIRPORT TERMINAL T1;151,1657;NSW;10/10/14;;30/12/1899 13:16:57;10/10/14 13:16;1412907417;Internet;2267
1;50501015223F4;-33,937558;MASCOT INTERNATIONAL AIRPORT TERMINAL T1;151,1657;NSW;10/10/14;;30/12/1899 13:20:33;10/10/14 13:20;1412907633;Internet;2268
1;50501015223F4;-33,937558;MASCOT INTERNATIONAL AIRPORT TERMINAL T1;151,1657;NSW;10/10/14;;30/12/1899 13:20:54;10/10/14 13:20;1412907654;Internet;2269
1;50501015223F4;-33,937558;MASCOT INTERNATIONAL AIRPORT TERMINAL T1;151,1657;NSW;10/10/14;;30/12/1899 13:20:55;10/10/14 13:20;1412907655;Internet;2270
1;50501015223F4;-33,937558;MASCOT INTERNATIONAL AIRPORT TERMINAL T1;151,1657;NSW;10/10/14;;30/12/1899 13:27:50;10/10/14 13:27;1412908070;Internet;2271
1;50501015223F4;-33,937558;MASCOT INTERNATIONAL AIRPORT TERMINAL T1;151,1657;NSW;10/10/14;;30/12/1899 13:38:38;10/10/14 13:38;1412908718;Internet;2272
1;50501015223F4;-33,937558;MASCOT INTERNATIONAL AIRPORT TERMINAL T1;151,1657;NSW;10/10/14;;30/12/1899 13:38:39;10/10/14 13:38;1412908719;Internet;2273
1;50501015223F4;-33,937558;MASCOT INTERNATIONAL AIRPORT TERMINAL T1;151,1657;;10/10/14;91aba4a11359ff3af7902428d20cfa7e676c36e7;30/12/1899 13:38:51;10/10/14 13:38;1412908731;Phone;786
1;50501015223F4;-33,937558;MASCOT INTERNATIONAL AIRPORT TERMINAL T1;151,1657;NSW;10/10/14;;30/12/1899 13:46:34;10/10/14 13:46;1412909194;Internet;2274
1;50501015223F4;-33,937558;MASCOT INTERNATIONAL AIRPORT TERMINAL T1;151,1657;NSW;10/10/14;;30/12/1899 13:56:46;10/10/14 13:56;1412909806;Internet;2275
1;50501015223F4;-33,937558;MASCOT INTERNATIONAL AIRPORT TERMINAL T1;151,1657;NSW;10/10/14;;30/12/1899 14:22:31;10/10/14 14:22;1412911351;Internet;2276
1;50501015223F4;-33,937558;MASCOT INTERNATIONAL AIRPORT TERMINAL T1;151,1657;NSW;10/10/14;;30/12/1899 15:11:02;10/10/14 15:11;1412914262;Internet;2277
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:29:27;10/10/14 15:29;1412915367;Internet;2279
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:29:27;10/10/14 15:29;1412915367;Internet;2280
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:31:24;10/10/14 15:31;1412915484;Internet;2285
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:31:24;10/10/14 15:31;1412915484;Internet;2286
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:31:26;10/10/14 15:31;1412915486;Internet;2287
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:33:55;10/10/14 15:33;1412915635;Internet;2290
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:33:55;10/10/14 15:33;1412915635;Internet;2291
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:34:00;10/10/14 15:34;1412915640;Internet;2292
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:35:24;10/10/14 15:35;1412915724;Internet;2294
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:35:24;10/10/14 15:35;1412915724;Internet;2295
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:37:08;10/10/14 15:37;1412915828;Internet;2297
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:37:08;10/10/14 15:37;1412915828;Internet;2298
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:37:30;10/10/14 15:37;1412915850;Internet;2299
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;;10/10/14;12e3d1b0c95aa32b6890c4455918dfc10e09fb51;30/12/1899 15:37:47;10/10/14 15:37;1412915867;SMS;787
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:38:50;10/10/14 15:38;1412915930;Internet;2301
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:38:51;10/10/14 15:38;1412915931;Internet;2302
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:40:24;10/10/14 15:40;1412916024;Internet;2305
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:40:24;10/10/14 15:40;1412916024;Internet;2306
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:42:56;10/10/14 15:42;1412916176;Internet;2308
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:42:56;10/10/14 15:42;1412916176;Internet;2309
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:44:26;10/10/14 15:44;1412916266;Internet;2313
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:44:26;10/10/14 15:44;1412916266;Internet;2314
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:45:59;10/10/14 15:45;1412916359;Internet;2315
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;NSW;10/10/14;;30/12/1899 15:46:00;10/10/14 15:46;1412916360;Internet;2316
1;5.0501E+12;-33,94674;MASCOT M5 MOTORWAY EMERGENCY STAIRS;151,16714;;10/10/14;91aba4a11359ff3af7902428d20cfa7e676c36e7;30/12/1899 15:46:00;10/10/14 15:46;1412916360;SMS;790
