tree_id,tree_dbh,curb_loc,spc_common,status,health,root_stone,root_grate,root_other,trunk_wire,trnk_light,trnk_other,brch_light,brch_shoe,brch_other,postcode,nta,nta_name,latitude,longitude
190422,11,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.77004563,-73.98494997
190426,11,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.77020969,-73.98533807
208649,9,OnCurb,American linden,Alive,Good,No,Yes,No,No,No,No,No,No,No,10019,MN15,Clinton,40.76272385,-73.98729652
193310,14,OnCurb,honeylocust,Alive,Good,No,No,Yes,No,No,Yes,No,No,Yes,10021,MN40,Upper East Side-Carnegie Hill,40.77217148,-73.96045571
199760,4,OnCurb,willow oak,Alive,Fair,No,No,No,No,No,No,No,No,No,10024,MN12,Upper West Side,40.7820872,-73.98096428
201555,9,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10002,MN27,Chinatown,40.72180744,-73.98982976
187056,7,OnCurb,honeylocust,Alive,Good,No,Yes,No,No,No,Yes,No,No,No,10023,MN14,Lincoln Square,40.77039613,-73.9816267
187058,5,OnCurb,honeylocust,Alive,Good,No,Yes,No,No,No,Yes,No,No,No,10023,MN14,Lincoln Square,40.77022715,-73.98121826
190423,12,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.77008698,-73.98504779
190425,13,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.77018061,-73.98526929
208346,20,OffsetFromCurb,London planetree,Alive,Good,No,No,No,No,No,No,No,No,No,10024,MN12,Upper West Side,40.78258674,-73.97484011
178382,12,OnCurb,London planetree,Alive,Fair,No,No,No,No,No,No,No,No,No,10009,MN50,Stuyvesant Town-Cooper Village,40.7337165,-73.97705764
191988,6,OnCurb,willow oak,Alive,Good,No,No,No,No,No,No,No,No,No,10012,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.72663958,-73.99936836
208230,13,OffsetFromCurb,London planetree,Alive,Fair,No,No,No,No,No,Yes,No,No,No,10024,MN12,Upper West Side,40.7821811,-73.97238977
200225,8,OnCurb,pin oak,Alive,Good,No,No,No,No,No,No,No,No,No,10024,MN12,Upper West Side,40.78993607,-73.97721169
198121,8,OnCurb,pin oak,Alive,Fair,Yes,No,No,No,No,No,No,No,Yes,10016,MN20,Murray Hill-Kips Bay,40.74503399,-73.98253015
195252,5,OnCurb,pin oak,Alive,Good,No,No,No,No,No,No,No,No,No,10011,MN23,West Village,40.73599985,-73.99985935
198514,18,OnCurb,pin oak,Alive,Good,Yes,No,No,No,No,No,No,No,No,10025,MN09,Morningside Heights,40.80230109,-73.9620798
196373,13,OnCurb,London planetree,Alive,Good,No,No,No,No,No,No,No,No,No,10002,MN27,Chinatown,40.71680539,-73.99157275
190359,13,OnCurb,London planetree,Alive,Fair,No,No,Yes,No,No,Yes,No,No,Yes,10021,MN40,Upper East Side-Carnegie Hill,40.77222448,-73.95894426
180295,2,OnCurb,American elm,Alive,Good,No,No,No,Yes,No,No,No,No,Yes,10023,MN14,Lincoln Square,40.77013009,-73.9829175
208373,4,OnCurb,London planetree,Alive,Good,No,No,No,No,No,No,No,No,No,10024,MN12,Upper West Side,40.7816172,-73.97558535
208240,2,OffsetFromCurb,London planetree,Alive,Good,No,No,No,No,No,No,No,No,No,10024,MN12,Upper West Side,40.78233867,-73.97276286
208247,29,OnCurb,American elm,Alive,Fair,No,No,No,No,No,No,No,No,No,10024,MN12,Upper West Side,40.7825057,-73.97308773
196372,12,OnCurb,London planetree,Alive,Good,No,No,No,No,No,No,No,No,No,10002,MN27,Chinatown,40.71688341,-73.99153287
209919,9,OnCurb,London planetree,Alive,Good,No,No,No,No,No,No,No,No,No,10027,MN09,Morningside Heights,40.80881155,-73.96331506
208338,5,OnCurb,London planetree,Alive,Fair,No,No,No,No,No,No,No,No,No,10024,MN12,Upper West Side,40.78283422,-73.97469909
196374,13,OnCurb,London planetree,Alive,Good,No,No,No,No,No,No,No,No,No,10002,MN27,Chinatown,40.71669718,-73.99162805
208463,14,OnCurb,ash,Alive,Good,No,No,No,No,No,No,No,No,No,10019,MN15,Clinton,40.76312607,-73.98935258
209921,3,OffsetFromCurb,London planetree,Alive,Good,No,No,No,No,No,No,No,No,No,10027,MN09,Morningside Heights,40.80874458,-73.96340334
203887,5,OnCurb,willow oak,Alive,Good,No,No,No,Yes,No,No,No,No,No,10025,MN09,Morningside Heights,40.80572583,-73.96071917
196440,5,OnCurb,American elm,Alive,Fair,No,No,No,No,No,No,No,No,No,10115,MN09,Morningside Heights,40.81114538,-73.96412322
192814,7,OnCurb,pin oak,Alive,Good,No,No,No,No,No,No,No,No,No,10014,MN23,West Village,40.73998079,-74.00504966
179828,1,OnCurb,red maple,Alive,Good,No,No,No,No,No,No,No,No,No,10002,MN27,Chinatown,40.72180184,-73.99119881
208229,5,OnCurb,pin oak,Alive,Good,No,No,No,No,No,No,No,No,No,10024,MN12,Upper West Side,40.78220389,-73.97237311
175693,4,OnCurb,ginkgo,Alive,Good,No,No,No,No,No,No,No,No,No,10016,MN20,Murray Hill-Kips Bay,40.74829709,-73.98065645
190540,7,OnCurb,honeylocust,Alive,Good,No,No,Yes,No,No,No,No,No,No,10025,MN12,Upper West Side,40.79238702,-73.97423449
208395,13,OffsetFromCurb,pin oak,Alive,Good,No,No,No,No,No,No,No,No,No,10024,MN12,Upper West Side,40.78080395,-73.97613836
209913,21,OnCurb,pin oak,Alive,Good,No,No,No,No,No,No,No,No,No,10027,MN09,Morningside Heights,40.80907709,-73.96312072
178756,14,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.77688357,-73.97980287
163280,15,OnCurb,honeylocust,Alive,Good,No,No,Yes,No,No,No,No,No,No,10075,MN31,Lenox Hill-Roosevelt Island,40.77277225,-73.9553271
190420,13,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.76996266,-73.98475372
191273,8,OnCurb,honeylocust,Alive,Fair,No,No,No,No,No,No,No,No,Yes,10010,MN21,Gramercy,40.73943979,-73.98436755
176850,7,OnCurb,ginkgo,Alive,Fair,Yes,No,No,No,No,No,No,No,No,10003,MN21,Gramercy,40.73570804,-73.98261517
180266,7,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.77033272,-73.98369364
190393,4,OnCurb,honeylocust,Alive,Good,Yes,No,No,No,No,No,Yes,No,Yes,10021,MN31,Lenox Hill-Roosevelt Island,40.76955939,-73.95993924
201558,10,OnCurb,honeylocust,Alive,Good,Yes,No,No,No,No,No,No,No,No,10002,MN27,Chinatown,40.72173136,-73.98958224
205787,10,OnCurb,ginkgo,Alive,Fair,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.78010688,-73.98322688
208767,11,OnCurb,honeylocust,Alive,Good,No,No,Yes,No,No,No,No,No,No,10065,MN31,Lenox Hill-Roosevelt Island,40.76332189,-73.96121439
205734,10,OnCurb,honeylocust,Alive,Good,Yes,No,No,No,No,No,No,No,No,10023,MN12,Upper West Side,40.78061205,-73.98564087
190421,14,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.77000454,-73.98485279
199062,4,OnCurb,crab apple,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.77038983,-73.98213047
208820,13,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10065,MN31,Lenox Hill-Roosevelt Island,40.76436461,-73.95955458
178606,7,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10016,MN20,Murray Hill-Kips Bay,40.74780138,-73.97857966
199051,4,OnCurb,crab apple,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.76996828,-73.98212294
208761,14,OnCurb,honeylocust,Alive,Good,No,No,Yes,No,No,No,No,No,No,10065,MN31,Lenox Hill-Roosevelt Island,40.76307992,-73.96064456
190395,9,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,Yes,10021,MN31,Lenox Hill-Roosevelt Island,40.76963905,-73.96012717
205785,10,OnCurb,ginkgo,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.78017187,-73.9833793
201410,3,OnCurb,ginkgo,Alive,Good,No,No,No,No,No,No,No,No,No,10002,MN27,Chinatown,40.72311463,-73.9903307
208760,17,OnCurb,ginkgo,Alive,Good,No,No,Yes,No,No,No,No,No,No,10065,MN31,Lenox Hill-Roosevelt Island,40.76299829,-73.96045231
208763,14,OnCurb,honeylocust,Alive,Good,No,No,Yes,No,No,No,No,No,No,10065,MN31,Lenox Hill-Roosevelt Island,40.76313613,-73.96077693
190394,11,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,Yes,10021,MN31,Lenox Hill-Roosevelt Island,40.76960162,-73.96003888
200471,4,OnCurb,ginkgo,Alive,Good,No,Yes,No,No,No,No,No,No,No,10036,MN17,Midtown-Midtown South,40.75757044,-73.98285452
179834,19,OffsetFromCurb,ginkgo,Alive,Good,No,No,No,No,No,No,No,No,No,10002,MN27,Chinatown,40.72206573,-73.99110017
180251,11,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.76964206,-73.98370686
187054,9,OnCurb,honeylocust,Alive,Good,No,Yes,No,No,No,No,No,No,Yes,10023,MN14,Lincoln Square,40.77046435,-73.98179161
195995,3,OnCurb,honeylocust,Alive,Fair,Yes,No,No,No,No,No,No,No,Yes,10016,MN17,Midtown-Midtown South,40.74486653,-73.98598251
190386,10,OnCurb,honeylocust,Alive,Good,No,No,Yes,No,No,Yes,No,No,Yes,10021,MN31,Lenox Hill-Roosevelt Island,40.76916627,-73.95901189
208819,12,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10065,MN31,Lenox Hill-Roosevelt Island,40.76432442,-73.95945923
187229,4,OnCurb,honeylocust,Alive,Fair,No,No,Yes,No,No,Yes,No,No,Yes,10017,MN20,Murray Hill-Kips Bay,40.75235028,-73.97971637
206381,10,OnCurb,ginkgo,Alive,Good,No,No,Yes,No,No,No,No,No,No,10010,MN21,Gramercy,40.73815531,-73.98054734
187061,6,OnCurb,honeylocust,Alive,Good,No,Yes,No,No,No,Yes,No,No,No,10023,MN14,Lincoln Square,40.77005069,-73.98079175
190435,11,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.77055862,-73.9861635
200439,6,OnCurb,ginkgo,Alive,Good,Yes,No,No,No,No,Yes,No,No,No,10038,MN27,Chinatown,40.71269558,-73.99769319
180252,8,OnCurb,honeylocust,Alive,Fair,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.76961476,-73.98364215
204033,7,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10025,MN12,Upper West Side,40.79880049,-73.96897589
170023,2,OffsetFromCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10048,MN25,Battery Park City-Lower Manhattan,40.71007644,-74.01226648
187294,9,OnCurb,honeylocust,Alive,Good,Yes,No,No,No,No,Yes,No,No,Yes,10026,MN11,Central Harlem South,40.80278452,-73.95251716
206382,11,OnCurb,honeylocust,Alive,Good,No,No,Yes,No,No,No,No,No,No,10010,MN21,Gramercy,40.73824263,-73.98048352
188609,9,OnCurb,,Dead,,No,No,No,No,No,No,No,No,No,10075,MN32,Yorkville,40.77199195,-73.95165745
181473,12,OnCurb,London planetree,Alive,Good,No,No,No,No,No,No,No,No,No,10024,MN12,Upper West Side,40.78755732,-73.97055355
190115,17,OnCurb,willow oak,Alive,Good,No,No,No,No,No,No,No,No,No,10024,MN12,Upper West Side,40.78603546,-73.97136276
118769,5,OnCurb,Turkish hazelnut,Alive,Fair,No,No,No,No,No,No,No,No,No,10002,MN27,Chinatown,40.71975914,-73.98660086
191268,9,OnCurb,ginkgo,Alive,Good,No,No,No,No,No,No,No,No,No,10010,MN21,Gramercy,40.739211,-73.98381722
198018,8,OnCurb,ginkgo,Alive,Poor,No,No,No,No,No,No,No,No,No,10017,MN19,Turtle Bay-East Midtown,40.75019786,-73.97469992
198020,6,OnCurb,ginkgo,Alive,Poor,No,No,No,No,No,No,No,No,No,10017,MN19,Turtle Bay-East Midtown,40.75041366,-73.97454407
175281,3,OnCurb,Norway maple,Alive,Good,No,No,No,No,No,No,No,No,No,10019,MN15,Clinton,40.76814466,-73.99240025
200363,10,OnCurb,ginkgo,Alive,Good,No,Yes,No,No,No,No,No,No,No,10036,MN17,Midtown-Midtown South,40.75689625,-73.98317757
203805,10,OnCurb,ginkgo,Alive,Good,No,No,No,No,No,No,No,No,No,10025,MN12,Upper West Side,40.79952467,-73.971644
204158,7,OnCurb,honeylocust,Alive,Good,Yes,No,No,No,No,No,No,No,No,10025,MN12,Upper West Side,40.79962299,-73.96965382
208787,14,OnCurb,ginkgo,Alive,Good,No,No,No,No,No,No,No,No,No,10065,MN31,Lenox Hill-Roosevelt Island,40.76412273,-73.96117932
155673,6,OnCurb,honeylocust,Alive,Good,Yes,No,No,Yes,No,No,No,No,No,10023,MN14,Lincoln Square,40.77913077,-73.98090356
178550,12,OnCurb,Norway maple,Alive,Good,No,No,No,No,No,No,No,No,No,10026,MN09,Morningside Heights,40.80690345,-73.95739877
178385,19,OnCurb,London planetree,Alive,Fair,Yes,No,No,No,No,No,No,No,No,10009,MN50,Stuyvesant Town-Cooper Village,40.73357762,-73.97672526
178387,4,OnCurb,London planetree,Alive,Good,No,No,No,No,No,No,No,No,No,10009,MN50,Stuyvesant Town-Cooper Village,40.73346807,-73.97646308
191989,5,OnCurb,willow oak,Alive,Good,No,No,No,No,No,No,No,No,No,10012,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.72666328,-73.99941653
208371,26,OffsetFromCurb,London planetree,Alive,Good,No,No,No,No,No,No,No,No,No,10024,MN12,Upper West Side,40.7816867,-73.97549554
191378,4,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,Yes,10010,MN21,Gramercy,40.73974645,-73.9850924
170024,3,OffsetFromCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10048,MN25,Battery Park City-Lower Manhattan,40.71011368,-74.01235235
175704,4,OnCurb,Sophora,Alive,Good,No,No,No,No,No,No,No,No,No,10016,MN20,Murray Hill-Kips Bay,40.74791179,-73.98052056
145055,1,OnCurb,Sophora,Alive,Poor,No,No,Yes,No,No,Yes,No,No,Yes,10013,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.71751014,-73.99597274
208791,5,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10065,MN31,Lenox Hill-Roosevelt Island,40.76395531,-73.96078214
208793,4,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10065,MN31,Lenox Hill-Roosevelt Island,40.76382569,-73.96047463
194260,4,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10002,MN28,Lower East Side,40.7206881,-73.98224174
189403,11,OnCurb,Callery pear,Alive,Fair,No,No,No,No,No,No,No,No,No,10027,MN09,Morningside Heights,40.80754134,-73.95861206
120819,3,OnCurb,swamp white oak,Alive,Fair,No,No,No,No,No,No,No,No,No,10011,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,40.74797175,-74.00705779
189412,7,OnCurb,,Dead,,No,No,No,No,No,No,No,No,No,10027,MN09,Morningside Heights,40.80797914,-73.95964901
199052,4,OffsetFromCurb,crab apple,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.76996863,-73.98208864
208762,12,OnCurb,honeylocust,Alive,Good,No,No,Yes,No,No,No,No,No,No,10065,MN31,Lenox Hill-Roosevelt Island,40.76310829,-73.96071138
170507,11,OnCurb,Japanese zelkova,Alive,Good,No,No,No,No,No,No,No,No,No,10280,MN25,Battery Park City-Lower Manhattan,40.70807232,-74.01779961
192803,5,OnCurb,Japanese zelkova,Alive,Good,No,No,No,No,No,No,No,No,No,10014,MN23,West Village,40.73951749,-74.00396884
187260,7,OnCurb,American linden,Alive,Good,No,No,No,No,No,No,No,No,Yes,10026,MN11,Central Harlem South,40.80402101,-73.95281041
156710,4,OnCurb,Sophora,Alive,Good,Yes,No,No,No,No,No,No,No,Yes,10128,MN40,Upper East Side-Carnegie Hill,40.78281017,-73.95150745
163815,4,OnCurb,Sophora,Alive,Good,No,No,No,No,No,No,No,No,No,10009,MN28,Lower East Side,40.7226696,-73.97718111
175294,6,OnCurb,Sophora,Alive,Good,No,No,No,No,No,No,No,No,No,10019,MN15,Clinton,40.76726396,-73.99030242
187057,8,OnCurb,honeylocust,Alive,Good,No,Yes,No,No,No,Yes,No,No,No,10023,MN14,Lincoln Square,40.77036254,-73.98154552
190383,10,OnCurb,American linden,Alive,Fair,No,No,No,No,No,No,No,No,Yes,10021,MN40,Upper East Side-Carnegie Hill,40.77123388,-73.95966713
190433,9,OnCurb,honeylocust,Alive,Fair,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.77047459,-73.98596471
176350,6,OnCurb,honeylocust,Alive,Good,Yes,No,No,No,No,No,No,No,Yes,10010,MN21,Gramercy,40.73616366,-73.98067313
196606,13,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10024,MN09,Morningside Heights,40.80732247,-73.96719944
162814,3,OnCurb,Sophora,Alive,Fair,No,Yes,No,No,No,No,No,No,No,10009,MN28,Lower East Side,40.72569708,-73.97909807
195249,15,OnCurb,ginkgo,Alive,Good,Yes,No,No,No,No,No,No,No,Yes,10011,MN23,West Village,40.73588436,-73.9995854
190437,11,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.77066826,-73.98642287
210642,11,OnCurb,honeylocust,Alive,Good,Yes,No,No,No,No,No,No,No,No,10019,MN15,Clinton,40.7665429,-73.98637067
195970,7,OnCurb,sweetgum,Alive,Good,No,No,No,No,No,No,Yes,No,No,10028,MN40,Upper East Side-Carnegie Hill,40.77774504,-73.96095697
200364,7,OnCurb,ginkgo,Alive,Good,No,Yes,No,No,No,No,No,No,No,10036,MN17,Midtown-Midtown South,40.75685573,-73.98308165
204159,8,OnCurb,honeylocust,Alive,Good,Yes,No,No,No,No,No,No,No,No,10025,MN12,Upper West Side,40.7995744,-73.96953689
176849,7,OnCurb,ginkgo,Alive,Good,Yes,No,No,No,No,No,No,No,No,10003,MN21,Gramercy,40.73563404,-73.98266889
190387,13,OnCurb,ginkgo,Alive,Good,No,No,No,No,No,No,No,No,No,10021,MN31,Lenox Hill-Roosevelt Island,40.76925783,-73.95922788
208520,8,OnCurb,American linden,Alive,Good,No,No,No,No,No,No,No,No,No,10019,MN15,Clinton,40.76497172,-73.99067638
208365,21,OffsetFromCurb,pin oak,Alive,Good,No,No,No,No,No,No,No,No,No,10024,MN12,Upper West Side,40.781923,-73.97532346
198512,21,OnCurb,pin oak,Alive,Good,No,No,No,No,No,No,No,No,No,10025,MN09,Morningside Heights,40.80239611,-73.96230577
197862,14,OnCurb,Sophora,Alive,Good,No,No,No,No,No,No,No,No,No,10016,MN20,Murray Hill-Kips Bay,40.74990774,-73.97654061
208818,12,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10065,MN31,Lenox Hill-Roosevelt Island,40.76427225,-73.95933547
196005,6,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10016,MN17,Midtown-Midtown South,40.74452808,-73.9854111
201419,7,OnCurb,honeylocust,Alive,Good,Yes,No,No,No,No,No,No,No,No,10002,MN27,Chinatown,40.72232476,-73.99073674
196541,5,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10024,MN09,Morningside Heights,40.80929314,-73.9654983
204268,12,OnCurb,American linden,Alive,Good,Yes,No,No,No,No,Yes,No,No,Yes,10075,MN31,Lenox Hill-Roosevelt Island,40.77241673,-73.95684834
190345,8,OnCurb,American linden,Alive,Good,No,Yes,No,No,No,No,No,No,No,10075,MN40,Upper East Side-Carnegie Hill,40.77346065,-73.95804293
190127,10,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10075,MN32,Yorkville,40.77117978,-73.94736721
203268,7,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10003,MN21,Gramercy,40.7327581,-73.9847638
208339,17,OffsetFromCurb,London planetree,Alive,Good,No,No,No,No,No,No,No,No,No,10024,MN12,Upper West Side,40.78280478,-73.97468132
208350,24,OffsetFromCurb,London planetree,Alive,Good,No,No,No,No,No,No,No,No,No,10024,MN12,Upper West Side,40.78240423,-73.97497302
173727,20,OnCurb,Ohio buckeye,Alive,Good,No,No,Yes,No,No,No,No,No,No,10014,MN23,West Village,40.73689499,-74.00358611
195309,14,OnCurb,Sophora,Alive,Good,No,No,Yes,No,No,No,No,No,Yes,10011,MN23,West Village,40.7357081,-73.99817893
189962,9,OnCurb,Sophora,Alive,Good,No,No,No,No,No,No,No,No,No,10065,MN31,Lenox Hill-Roosevelt Island,40.76362307,-73.96388853
195966,8,OnCurb,Callery pear,Alive,Good,No,No,No,No,No,Yes,No,No,Yes,10028,MN40,Upper East Side-Carnegie Hill,40.78041662,-73.96007527
208530,18,OnCurb,Callery pear,Alive,Good,No,No,No,No,No,No,No,No,No,10019,MN15,Clinton,40.76437966,-73.9892713
205683,7,OnCurb,Callery pear,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.78061277,-73.98415749
192713,12,OnCurb,Callery pear,Alive,Good,No,No,No,No,No,No,No,No,No,10014,MN23,West Village,40.73791181,-74.00199676
178575,10,OnCurb,ginkgo,Alive,Good,No,No,No,No,No,No,No,No,No,10016,MN20,Murray Hill-Kips Bay,40.74865418,-73.97795891
190241,8,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10024,MN12,Upper West Side,40.7859023,-73.97246071
179547,4,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10002,MN27,Chinatown,40.71991019,-73.99005439
191379,5,OnCurb,Japanese zelkova,Alive,Fair,No,No,No,No,No,No,No,No,Yes,10010,MN21,Gramercy,40.73986146,-73.98536217
191380,6,OnCurb,Japanese zelkova,Alive,Fair,No,No,No,No,No,No,No,No,Yes,10010,MN21,Gramercy,40.7398883,-73.98542513
208821,11,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10065,MN31,Lenox Hill-Roosevelt Island,40.76439762,-73.95963287
187059,6,OnCurb,honeylocust,Alive,Good,No,Yes,No,No,No,Yes,No,No,Yes,10023,MN14,Lincoln Square,40.77018175,-73.98110854
180292,2,OnCurb,honeylocust,Alive,Fair,No,No,No,Yes,No,No,No,No,No,10023,MN14,Lincoln Square,40.77029022,-73.98329815
196015,10,OnCurb,Callery pear,Alive,Fair,No,No,Yes,No,No,No,No,No,Yes,10021,MN40,Upper East Side-Carnegie Hill,40.77339058,-73.96333908
203996,8,OnCurb,Callery pear,Alive,Good,No,No,No,No,Yes,No,No,No,Yes,10025,MN09,Morningside Heights,40.80528416,-73.96134249
204010,8,OnCurb,Callery pear,Alive,Good,No,No,No,No,No,No,No,No,Yes,10021,MN40,Upper East Side-Carnegie Hill,40.77040139,-73.96611252
205689,10,OnCurb,Callery pear,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.78093706,-73.98492381
161141,9,OnCurb,Sophora,Alive,Fair,Yes,No,No,No,No,No,No,No,No,10014,MN23,West Village,40.73722897,-74.00564484
174141,4,OnCurb,Norway maple,Alive,Good,No,No,No,No,Yes,No,No,No,No,10022,MN19,Turtle Bay-East Midtown,40.75376323,-73.96638946
182258,4,OnCurb,Sophora,Alive,Good,No,No,No,Yes,No,No,No,No,No,10001,MN17,Midtown-Midtown South,40.74704876,-73.99280743
194085,13,OnCurb,Sophora,Alive,Good,No,No,No,No,No,No,No,No,No,10025,MN12,Upper West Side,40.7940205,-73.97446103
173614,7,OnCurb,Norway maple,Alive,Poor,Yes,No,No,No,No,No,No,No,No,10002,MN27,Chinatown,40.72058608,-73.98520399
131183,4,OnCurb,swamp white oak,Alive,Poor,No,No,No,No,No,No,No,No,Yes,10025,MN12,Upper West Side,40.79637945,-73.96197027
170505,10,OnCurb,Japanese zelkova,Alive,Good,No,No,No,No,No,No,No,No,No,10280,MN25,Battery Park City-Lower Manhattan,40.70819667,-74.01770609
173517,8,OnCurb,,Dead,,No,No,No,No,No,No,No,No,No,10014,MN23,West Village,40.73520205,-74.00582898
176839,2,OnCurb,American linden,Alive,Good,No,No,No,No,No,No,No,No,No,10016,MN20,Murray Hill-Kips Bay,40.74033544,-73.97729531
208142,10,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10024,MN12,Upper West Side,40.78374081,-73.97382001
200469,4,OnCurb,ginkgo,Alive,Good,No,Yes,No,No,No,Yes,No,No,No,10036,MN17,Midtown-Midtown South,40.75765083,-73.98304478
200440,3,OnCurb,,Dead,,No,No,No,No,No,No,No,No,No,10038,MN27,Chinatown,40.71270506,-73.99758497
190348,7,OnCurb,American linden,Alive,Good,No,Yes,No,No,No,No,No,No,No,10075,MN40,Upper East Side-Carnegie Hill,40.77323496,-73.95820514
189414,7,OnCurb,ginkgo,Alive,Good,No,No,No,No,No,No,No,No,No,10027,MN09,Morningside Heights,40.80805619,-73.95983152
198946,5,OnCurb,Sophora,Alive,Good,No,No,No,No,No,No,No,No,No,10019,MN15,Clinton,40.76178034,-73.98700411
161140,11,OnCurb,Sophora,Alive,Fair,Yes,No,No,No,No,No,No,No,No,10014,MN23,West Village,40.73712447,-74.00566547
190377,7,OnCurb,Callery pear,Alive,Fair,No,No,No,No,No,No,No,No,Yes,10021,MN40,Upper East Side-Carnegie Hill,40.77160911,-73.95939435
175283,4,OnCurb,Norway maple,Alive,Good,No,No,No,No,No,No,No,No,No,10019,MN15,Clinton,40.76808416,-73.99225614
180294,12,OnCurb,honeylocust,Alive,Good,Yes,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.77017766,-73.98303059
187261,6,OnCurb,American linden,Alive,Good,No,No,No,No,No,No,No,No,No,10026,MN11,Central Harlem South,40.80393434,-73.95280608
187263,6,OnCurb,American linden,Alive,Fair,No,No,No,No,No,No,No,No,No,10026,MN11,Central Harlem South,40.80378267,-73.95279851
178506,10,OnCurb,Norway maple,Alive,Good,No,No,No,No,No,No,No,No,No,10003,MN22,East Village,40.72999096,-73.98829794
199065,4,OffsetFromCurb,crab apple,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.77043849,-73.98209704
208759,12,OnCurb,ginkgo,Alive,Good,No,No,Yes,No,No,No,No,No,No,10065,MN31,Lenox Hill-Roosevelt Island,40.76294435,-73.9603253
208764,9,OnCurb,honeylocust,Alive,Good,No,No,Yes,No,No,No,No,No,No,10065,MN31,Lenox Hill-Roosevelt Island,40.76319395,-73.96091309
175601,2,OnCurb,American linden,Alive,Good,No,No,No,No,No,No,No,No,No,10065,MN31,Lenox Hill-Roosevelt Island,40.76253995,-73.96324927
205783,8,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,Yes,No,No,No,10023,MN14,Lincoln Square,40.78028829,-73.98365234
200371,9,OffsetFromCurb,pin oak,Alive,Good,No,No,No,No,No,No,No,No,No,10036,MN17,Midtown-Midtown South,40.75715997,-73.98223654
